call_id,account_id,agent_id,department,started_at,duration_minutes,wait_minutes,recording_ref
CL00960,AC0047,A033,Support,2025-10-23 09:00:00,32,2.0,recording://CL00960
CL00961,AC0067,A047,Sales,2026-02-13 14:00:00,15,3.1,recording://CL00961
CL00962,AC0133,A056,Sales,2025-11-14 11:00:00,9,1.6,recording://CL00962
CL00963,AC0042,A045,Sales,2026-08-26 14:00:00,15,1.9,recording://CL00963
CL00964,AC0126,A050,Sales,2025-11-07 14:00:00,14,3.1,recording://CL00964
CL00965,AC0018,A002,Support,2025-11-09 15:00:00,6,1.4,recording://CL00965
CL00966,AC0059,A027,Support,2025-11-19 13:00:00,16,2.1,recording://CL00966
CL00967,AC0016,A039,Sales,2026-05-06 19:00:00,21,1.4,recording://CL00967
CL00968,AC0124,A023,Support,2025-11-20 12:00:00,17,1.9,recording://CL00968
CL00969,AC0088,A016,Support,2026-08-08 12:00:00,6,1.0,recording://CL00969
CL00970,AC0075,A056,Sales,2025-11-23 18:00:00,29,2.4,recording://CL00970
CL00971,AC0087,A008,Support,2025-09-24 09:00:00,15,1.4,recording://CL00971
CL00972,AC0057,A038,Support,2025-09-18 19:00:00,18,2.1,recording://CL00972
CL00973,AC0117,A042,Sales,2025-10-25 18:00:00,6,2.5,recording://CL00973
CL00974,AC0131,A052,Sales,2026-05-17 11:00:00,17,2.4,recording://CL00974
CL00975,AC0030,A020,Support,2026-03-20 18:00:00,16,2.0,recording://CL00975
CL00976,AC0127,A055,Sales,2025-12-11 16:00:00,16,1.0,recording://CL00976
CL00977,AC0014,A040,Sales,2026-05-05 09:00:00,13,1.3,recording://CL00977
CL00978,AC0019,A044,Sales,2025-10-14 14:00:00,4,0.9,recording://CL00978
CL00979,AC0101,A049,Sales,2026-08-26 08:00:00,12,2.8,recording://CL00979
CL00980,AC0131,A009,Support,2026-01-13 18:00:00,19,2.5,recording://CL00980
CL00981,AC0100,A049,Sales,2025-10-23 08:00:00,9,2.3,recording://CL00981
CL00982,AC0047,A052,Sales,2026-04-12 09:00:00,14,1.7,recording://CL00982
CL00983,AC0057,A051,Sales,2025-09-16 14:00:00,6,1.4,recording://CL00983
CL00984,AC0058,A015,Support,2026-01-02 15:00:00,14,2.6,recording://CL00984
CL00985,AC0057,A009,Support,2026-07-03 13:00:00,12,1.8,recording://CL00985
CL00986,AC0103,A039,Sales,2026-02-24 16:00:00,24,0.4,recording://CL00986
CL00987,AC0042,A049,Sales,2025-09-25 10:00:00,14,2.1,recording://CL00987
CL00988,AC0018,A041,Sales,2026-06-25 17:00:00,3,2.6,recording://CL00988
CL00989,AC0088,A020,Support,2026-03-06 10:00:00,6,2.3,recording://CL00989
CL00990,AC0102,A043,Sales,2026-06-23 11:00:00,17,1.8,recording://CL00990
CL00991,AC0101,A043,Sales,2026-02-20 12:00:00,5,0.8,recording://CL00991
CL00992,AC0107,A011,Support,2025-11-27 18:00:00,19,1.6,recording://CL00992
CL00993,AC0065,A044,Sales,2026-04-24 08:00:00,5,1.4,recording://CL00993
CL00994,AC0133,A017,Support,2026-03-28 11:00:00,10,2.7,recording://CL00994
CL00995,AC0133,A013,Support,2025-12-01 13:00:00,17,4.0,recording://CL00995
CL00996,AC0013,A043,Sales,2026-03-29 18:00:00,15,0.9,recording://CL00996
CL00997,AC0087,A056,Sales,2026-07-29 08:00:00,9,1.2,recording://CL00997
CL00998,AC0122,A049,Sales,2025-11-30 17:00:00,13,0.9,recording://CL00998
CL00999,AC0017,A043,Sales,2026-03-03 11:00:00,9,2.5,recording://CL00999
CL01000,AC0038,A033,Support,2026-02-03 11:00:00,8,1.3,recording://CL01000
CL01001,AC0134,A002,Support,2026-04-29 19:00:00,16,1.1,recording://CL01001
CL01002,AC0121,A050,Sales,2026-07-31 19:00:00,9,1.5,recording://CL01002
CL01003,AC0130,A049,Sales,2026-02-05 11:00:00,15,0.7,recording://CL01003
CL01004,AC0067,A002,Support,2025-12-11 19:00:00,12,2.0,recording://CL01004
CL01005,AC0024,A039,Sales,2025-12-27 12:00:00,11,2.9,recording://CL01005
CL01006,AC0040,A055,Sales,2026-02-06 13:00:00,23,1.4,recording://CL01006
CL01007,AC0060,A040,Sales,2026-06-24 11:00:00,25,1.3,recording://CL01007
CL01008,AC0094,A003,Support,2026-05-31 14:00:00,13,1.3,recording://CL01008
CL01009,AC0104,A046,Sales,2026-07-18 16:00:00,27,1.9,recording://CL01009
CL01010,AC0030,A051,Sales,2026-06-14 10:00:00,26,1.7,recording://CL01010
CL01011,AC0103,A015,Support,2025-11-30 17:00:00,9,1.6,recording://CL01011
CL01012,AC0064,A045,Sales,2025-09-05 16:00:00,33,2.1,recording://CL01012
CL01013,AC0140,A054,Sales,2026-01-01 11:00:00,27,2.5,recording://CL01013
CL01014,AC0141,A023,Support,2025-10-06 09:00:00,26,2.8,recording://CL01014
CL01015,AC0049,A022,Support,2025-10-30 11:00:00,8,2.4,recording://CL01015
CL01016,AC0071,A044,Sales,2025-11-27 16:00:00,5,2.1,recording://CL01016
CL01017,AC0065,A019,Support,2026-06-01 16:00:00,18,1.7,recording://CL01017
CL01018,AC0061,A046,Sales,2026-06-20 16:00:00,53,0.0,recording://CL01018
CL01019,AC0049,A042,Sales,2026-05-05 08:00:00,21,2.8,recording://CL01019
CL01020,AC0132,A032,Support,2026-08-06 10:00:00,15,2.3,recording://CL01020
CL01021,AC0117,A050,Sales,2026-01-16 08:00:00,24,1.4,recording://CL01021
CL01022,AC0066,A032,Support,2026-02-14 19:00:00,8,0.7,recording://CL01022
CL01023,AC0002,A042,Sales,2025-12-22 14:00:00,14,1.1,recording://CL01023
CL01024,AC0114,A035,Support,2026-05-17 12:00:00,7,0.6,recording://CL01024
CL01025,AC0126,A040,Sales,2026-06-20 11:00:00,11,1.5,recording://CL01025
CL01026,AC0023,A003,Support,2026-04-17 13:00:00,4,0.0,recording://CL01026
CL01027,AC0102,A056,Sales,2025-12-05 14:00:00,9,2.2,recording://CL01027
CL01028,AC0085,A043,Sales,2025-09-24 18:00:00,27,3.5,recording://CL01028
CL01029,AC0027,A056,Sales,2026-07-23 08:00:00,6,1.2,recording://CL01029
CL01030,AC0020,A031,Support,2026-05-21 14:00:00,8,1.3,recording://CL01030
CL01031,AC0141,A021,Support,2026-02-25 09:00:00,5,2.7,recording://CL01031
CL01032,AC0088,A050,Sales,2026-07-14 15:00:00,8,0.7,recording://CL01032
CL01033,AC0004,A047,Sales,2025-10-27 15:00:00,14,3.4,recording://CL01033
CL01034,AC0122,A047,Sales,2026-05-18 17:00:00,13,3.1,recording://CL01034
CL01035,AC0140,A045,Sales,2026-08-17 10:00:00,9,0.4,recording://CL01035
CL01036,AC0087,A046,Sales,2025-09-14 09:00:00,6,0.9,recording://CL01036
CL01037,AC0008,A034,Support,2026-08-13 19:00:00,10,0.5,recording://CL01037
CL01038,AC0030,A055,Sales,2025-10-14 18:00:00,10,2.5,recording://CL01038
CL01039,AC0017,A052,Sales,2025-09-02 11:00:00,32,0.9,recording://CL01039
CL01040,AC0004,A028,Support,2026-04-30 14:00:00,10,1.4,recording://CL01040
CL01041,AC0107,A054,Sales,2026-02-13 14:00:00,13,1.1,recording://CL01041
CL01042,AC0018,A052,Sales,2025-11-01 12:00:00,7,3.0,recording://CL01042
CL01043,AC0066,A051,Sales,2025-10-14 11:00:00,3,1.0,recording://CL01043
CL01044,AC0147,A011,Support,2026-01-15 14:00:00,12,2.7,recording://CL01044
CL01045,AC0025,A044,Sales,2026-03-08 10:00:00,6,1.2,recording://CL01045
CL01046,AC0028,A020,Support,2026-06-06 12:00:00,13,1.3,recording://CL01046
CL01047,AC0116,A020,Support,2025-10-31 14:00:00,12,1.6,recording://CL01047
CL01048,AC0105,A038,Support,2025-12-29 18:00:00,8,1.4,recording://CL01048
CL01049,AC0143,A039,Sales,2025-11-23 13:00:00,17,1.1,recording://CL01049
CL01050,AC0060,A016,Support,2026-02-27 15:00:00,12,2.7,recording://CL01050
CL01051,AC0073,A044,Sales,2026-07-07 11:00:00,12,3.9,recording://CL01051
CL01052,AC0065,A030,Support,2025-09-28 15:00:00,11,1.3,recording://CL01052
CL01053,AC0030,A045,Sales,2025-09-04 17:00:00,13,1.3,recording://CL01053
CL01054,AC0095,A002,Support,2026-04-21 11:00:00,10,1.9,recording://CL01054
CL01055,AC0101,A023,Support,2026-04-27 16:00:00,23,2.9,recording://CL01055
CL01056,AC0105,A053,Sales,2026-06-12 11:00:00,17,1.7,recording://CL01056
CL01057,AC0049,A041,Sales,2025-10-31 08:00:00,15,0.3,recording://CL01057
CL01058,AC0102,A048,Sales,2025-09-01 13:00:00,30,1.7,recording://CL01058
CL01059,AC0119,A030,Support,2026-04-16 14:00:00,12,1.9,recording://CL01059
CL01060,AC0006,A004,Support,2026-02-03 19:00:00,7,0.5,recording://CL01060
CL01061,AC0140,A009,Support,2026-01-11 19:00:00,9,1.6,recording://CL01061
CL01062,AC0065,A046,Sales,2025-10-29 12:00:00,2,1.2,recording://CL01062
CL01063,AC0140,A041,Sales,2025-09-06 13:00:00,10,2.6,recording://CL01063
CL01064,AC0090,A048,Sales,2025-11-22 19:00:00,15,1.5,recording://CL01064
CL01065,AC0129,A053,Sales,2026-06-06 18:00:00,22,2.0,recording://CL01065
CL01066,AC0039,A040,Sales,2025-09-20 16:00:00,24,2.2,recording://CL01066
CL01067,AC0137,A018,Support,2026-05-27 10:00:00,9,1.6,recording://CL01067
CL01068,AC0066,A043,Sales,2026-01-04 13:00:00,11,1.7,recording://CL01068
CL01069,AC0073,A038,Support,2026-04-19 11:00:00,9,2.5,recording://CL01069
CL01070,AC0065,A047,Sales,2025-09-09 18:00:00,15,2.2,recording://CL01070
CL01071,AC0068,A049,Sales,2026-05-17 08:00:00,10,2.7,recording://CL01071
CL01072,AC0057,A043,Sales,2026-02-09 18:00:00,7,1.6,recording://CL01072
CL01073,AC0142,A051,Sales,2026-01-30 11:00:00,19,3.2,recording://CL01073
CL01074,AC0040,A047,Sales,2025-10-14 15:00:00,12,3.1,recording://CL01074
CL01075,AC0113,A044,Sales,2026-04-21 09:00:00,6,2.2,recording://CL01075
CL01076,AC0137,A046,Sales,2025-09-02 10:00:00,32,0.6,recording://CL01076
CL01077,AC0025,A029,Support,2025-11-04 08:00:00,13,0.1,recording://CL01077
CL01078,AC0008,A048,Sales,2026-07-17 18:00:00,15,1.5,recording://CL01078
CL01079,AC0062,A002,Support,2026-04-02 08:00:00,27,2.3,recording://CL01079
CL01080,AC0086,A047,Sales,2026-06-27 12:00:00,9,1.5,recording://CL01080
CL01081,AC0037,A055,Sales,2025-11-29 19:00:00,19,3.3,recording://CL01081
CL01082,AC0010,A055,Sales,2025-12-05 16:00:00,5,2.6,recording://CL01082
CL01083,AC0140,A006,Support,2026-05-12 15:00:00,12,2.0,recording://CL01083
CL01084,AC0008,A006,Support,2026-01-23 10:00:00,7,1.4,recording://CL01084
CL01085,AC0132,A055,Sales,2026-04-27 14:00:00,9,0.9,recording://CL01085
CL01086,AC0137,A032,Support,2026-02-27 09:00:00,5,2.3,recording://CL01086
CL01087,AC0008,A056,Sales,2026-01-16 13:00:00,7,1.9,recording://CL01087
CL01088,AC0136,A023,Support,2025-11-07 13:00:00,15,1.7,recording://CL01088
CL01089,AC0056,A001,Support,2026-05-31 12:00:00,9,3.6,recording://CL01089
CL01090,AC0123,A009,Support,2026-04-15 17:00:00,18,1.9,recording://CL01090
CL01091,AC0047,A044,Sales,2026-06-02 11:00:00,15,2.7,recording://CL01091
CL01092,AC0142,A051,Sales,2026-05-26 14:00:00,26,2.6,recording://CL01092
CL01093,AC0065,A006,Support,2025-10-29 09:00:00,7,2.3,recording://CL01093
CL01094,AC0042,A046,Sales,2026-03-18 12:00:00,23,2.7,recording://CL01094
CL01095,AC0107,A027,Support,2026-01-14 13:00:00,8,0.0,recording://CL01095
CL01096,AC0140,A056,Sales,2025-10-30 14:00:00,8,2.9,recording://CL01096
CL01097,AC0044,A055,Sales,2026-06-19 14:00:00,16,4.4,recording://CL01097
CL01098,AC0138,A020,Support,2026-05-09 13:00:00,18,1.9,recording://CL01098
CL01099,AC0088,A048,Sales,2025-12-02 17:00:00,15,1.9,recording://CL01099
CL01100,AC0036,A044,Sales,2026-04-28 08:00:00,17,2.7,recording://CL01100
CL01101,AC0049,A053,Sales,2025-11-16 12:00:00,6,1.7,recording://CL01101
CL01102,AC0104,A015,Support,2025-10-17 18:00:00,16,3.5,recording://CL01102
CL01103,AC0008,A035,Support,2026-02-10 15:00:00,17,2.7,recording://CL01103
CL01104,AC0132,A048,Sales,2025-09-21 09:00:00,10,0.8,recording://CL01104
CL01105,AC0034,A043,Sales,2026-03-19 17:00:00,19,2.7,recording://CL01105
CL01106,AC0061,A046,Sales,2026-07-18 14:00:00,2,1.3,recording://CL01106
CL01107,AC0030,A042,Sales,2026-08-11 19:00:00,20,2.5,recording://CL01107
CL01108,AC0003,A050,Sales,2026-07-01 11:00:00,17,1.2,recording://CL01108
CL01109,AC0025,A053,Sales,2025-09-23 10:00:00,11,2.0,recording://CL01109
CL01110,AC0090,A040,Sales,2025-09-18 13:00:00,22,3.2,recording://CL01110
CL01111,AC0030,A033,Support,2025-12-09 12:00:00,11,0.0,recording://CL01111
CL01112,AC0037,A048,Sales,2025-12-03 11:00:00,15,1.5,recording://CL01112
CL01113,AC0095,A053,Sales,2026-08-22 09:00:00,13,2.0,recording://CL01113
CL01114,AC0121,A007,Support,2026-01-31 19:00:00,7,2.9,recording://CL01114
CL01115,AC0104,A039,Sales,2025-12-29 09:00:00,29,0.1,recording://CL01115
CL01116,AC0018,A056,Sales,2026-03-19 11:00:00,12,1.5,recording://CL01116
CL01117,AC0133,A038,Support,2026-08-10 08:00:00,6,2.4,recording://CL01117
CL01118,AC0080,A047,Sales,2026-04-21 18:00:00,21,1.3,recording://CL01118
CL01119,AC0137,A030,Support,2025-10-28 13:00:00,9,2.2,recording://CL01119
CL01120,AC0095,A055,Sales,2026-02-13 18:00:00,21,0.8,recording://CL01120
CL01121,AC0065,A045,Sales,2026-07-25 16:00:00,12,2.9,recording://CL01121
CL01122,AC0067,A054,Sales,2025-10-27 12:00:00,12,0.8,recording://CL01122
CL01123,AC0119,A049,Sales,2025-10-25 15:00:00,12,1.6,recording://CL01123
CL01124,AC0099,A051,Sales,2026-06-01 08:00:00,12,2.4,recording://CL01124
CL01125,AC0006,A046,Sales,2026-02-22 10:00:00,4,0.6,recording://CL01125
CL01126,AC0029,A045,Sales,2026-01-09 11:00:00,9,1.6,recording://CL01126
CL01127,AC0047,A018,Support,2025-10-03 16:00:00,17,1.6,recording://CL01127
CL01128,AC0127,A014,Support,2026-08-23 14:00:00,24,1.9,recording://CL01128
CL01129,AC0117,A030,Support,2025-09-01 11:00:00,17,1.1,recording://CL01129
CL01130,AC0057,A055,Sales,2025-10-20 11:00:00,27,2.5,recording://CL01130
CL01131,AC0046,A049,Sales,2025-12-13 08:00:00,19,2.2,recording://CL01131
CL01132,AC0094,A015,Support,2025-12-20 16:00:00,6,3.3,recording://CL01132
CL01133,AC0136,A040,Sales,2026-08-01 10:00:00,9,2.1,recording://CL01133
CL01134,AC0069,A051,Sales,2026-06-28 08:00:00,16,2.0,recording://CL01134
CL01135,AC0085,A026,Support,2026-01-30 09:00:00,7,3.6,recording://CL01135
CL01136,AC0132,A004,Support,2025-09-28 14:00:00,44,1.0,recording://CL01136
CL01137,AC0025,A050,Sales,2026-06-12 19:00:00,18,1.9,recording://CL01137
CL01138,AC0030,A040,Sales,2025-10-25 18:00:00,18,2.5,recording://CL01138
CL01139,AC0137,A045,Sales,2026-03-13 19:00:00,21,1.2,recording://CL01139
CL01140,AC0062,A045,Sales,2026-03-24 16:00:00,12,2.3,recording://CL01140
CL01141,AC0101,A047,Sales,2026-05-09 18:00:00,20,0.5,recording://CL01141
CL01142,AC0098,A038,Support,2025-11-01 11:00:00,10,0.9,recording://CL01142
CL01143,AC0095,A030,Support,2026-01-22 15:00:00,28,1.9,recording://CL01143
CL01144,AC0090,A042,Sales,2026-05-26 19:00:00,3,1.8,recording://CL01144
CL01145,AC0132,A054,Sales,2025-11-30 15:00:00,27,0.0,recording://CL01145
CL01146,AC0099,A001,Support,2026-08-22 16:00:00,6,1.0,recording://CL01146
CL01147,AC0045,A033,Support,2026-06-29 13:00:00,34,1.5,recording://CL01147
CL01148,AC0117,A045,Sales,2025-09-14 12:00:00,15,2.9,recording://CL01148
CL01149,AC0027,A032,Support,2026-05-31 11:00:00,17,0.7,recording://CL01149
CL01150,AC0147,A048,Sales,2025-09-25 14:00:00,19,1.1,recording://CL01150
CL01151,AC0003,A015,Support,2026-06-18 09:00:00,12,2.1,recording://CL01151
CL01152,AC0132,A043,Sales,2026-02-18 16:00:00,3,1.3,recording://CL01152
CL01153,AC0139,A033,Support,2026-05-30 13:00:00,9,2.5,recording://CL01153
CL01154,AC0060,A047,Sales,2026-02-19 17:00:00,4,2.9,recording://CL01154
CL01155,AC0105,A047,Sales,2026-04-21 16:00:00,5,2.9,recording://CL01155
CL01156,AC0092,A055,Sales,2025-09-12 13:00:00,14,1.0,recording://CL01156
CL01157,AC0059,A055,Sales,2025-12-09 10:00:00,10,0.2,recording://CL01157
CL01158,AC0088,A005,Support,2025-09-11 18:00:00,31,1.7,recording://CL01158
CL01159,AC0018,A053,Sales,2025-12-10 12:00:00,13,0.4,recording://CL01159
CL01160,AC0076,A006,Support,2025-12-12 09:00:00,12,0.4,recording://CL01160
CL01161,AC0092,A036,Support,2026-05-25 15:00:00,5,2.1,recording://CL01161
CL01162,AC0115,A046,Sales,2026-02-24 17:00:00,20,3.5,recording://CL01162
CL01163,AC0073,A041,Sales,2025-10-10 08:00:00,8,1.2,recording://CL01163
CL01164,AC0084,A027,Support,2026-05-11 18:00:00,8,1.4,recording://CL01164
CL01165,AC0088,A013,Support,2026-07-10 08:00:00,5,1.4,recording://CL01165
CL01166,AC0003,A041,Sales,2025-10-31 13:00:00,20,0.8,recording://CL01166
CL01167,AC0090,A041,Sales,2026-02-19 19:00:00,19,0.7,recording://CL01167
CL01168,AC0047,A050,Sales,2026-02-24 09:00:00,10,2.5,recording://CL01168
CL01169,AC0104,A041,Sales,2026-06-26 11:00:00,29,4.6,recording://CL01169
CL01170,AC0045,A044,Sales,2026-08-22 18:00:00,38,2.8,recording://CL01170
CL01171,AC0132,A041,Sales,2026-08-14 16:00:00,9,1.5,recording://CL01171
CL01172,AC0102,A040,Sales,2026-04-16 17:00:00,5,2.0,recording://CL01172
CL01173,AC0050,A048,Sales,2026-03-22 18:00:00,17,1.2,recording://CL01173
CL01174,AC0147,A041,Sales,2026-03-01 11:00:00,12,0.9,recording://CL01174
CL01175,AC0020,A043,Sales,2026-05-21 09:00:00,24,1.3,recording://CL01175
CL01176,AC0099,A056,Sales,2026-04-08 17:00:00,5,1.3,recording://CL01176
CL01177,AC0124,A049,Sales,2025-12-22 15:00:00,3,2.3,recording://CL01177
CL01178,AC0056,A017,Support,2026-07-12 08:00:00,2,1.1,recording://CL01178
CL01179,AC0088,A052,Sales,2025-09-01 19:00:00,19,0.6,recording://CL01179
CL01180,AC0099,A035,Support,2026-07-30 15:00:00,17,1.8,recording://CL01180
CL01181,AC0130,A017,Support,2026-07-21 11:00:00,21,2.5,recording://CL01181
CL01182,AC0088,A053,Sales,2025-12-15 13:00:00,18,0.6,recording://CL01182
CL01183,AC0102,A046,Sales,2026-05-12 17:00:00,20,0.5,recording://CL01183
CL01184,AC0045,A048,Sales,2026-02-23 10:00:00,8,0.5,recording://CL01184
CL01185,AC0063,A044,Sales,2026-07-31 14:00:00,20,2.2,recording://CL01185
CL01186,AC0089,A039,Sales,2025-11-30 19:00:00,29,0.8,recording://CL01186
CL01187,AC0024,A053,Sales,2026-08-27 11:00:00,21,0.2,recording://CL01187
CL01188,AC0015,A009,Support,2025-09-27 09:00:00,34,3.0,recording://CL01188
CL01189,AC0113,A048,Sales,2026-02-11 15:00:00,11,1.4,recording://CL01189
CL01190,AC0129,A003,Support,2026-03-13 08:00:00,46,2.8,recording://CL01190
CL01191,AC0062,A021,Support,2026-06-13 14:00:00,13,1.4,recording://CL01191
CL01192,AC0069,A054,Sales,2025-09-01 10:00:00,17,2.4,recording://CL01192
CL01193,AC0129,A023,Support,2026-03-27 11:00:00,23,2.7,recording://CL01193
CL01194,AC0017,A011,Support,2026-03-23 11:00:00,5,0.8,recording://CL01194
CL01195,AC0016,A048,Sales,2025-09-16 19:00:00,17,2.2,recording://CL01195
CL01196,AC0064,A044,Sales,2026-06-04 09:00:00,21,1.2,recording://CL01196
CL01197,AC0077,A031,Support,2026-06-26 15:00:00,10,1.5,recording://CL01197
CL01198,AC0018,A042,Sales,2026-03-30 16:00:00,17,1.5,recording://CL01198
CL01199,AC0018,A047,Sales,2026-08-25 12:00:00,18,2.2,recording://CL01199
CL01200,AC0129,A052,Sales,2026-04-23 09:00:00,12,2.2,recording://CL01200
CL01201,AC0030,A040,Sales,2026-02-15 08:00:00,9,2.7,recording://CL01201
CL01202,AC0065,A040,Sales,2025-09-03 19:00:00,2,1.4,recording://CL01202
CL01203,AC0021,A019,Support,2026-03-31 18:00:00,22,1.1,recording://CL01203
CL01204,AC0150,A046,Sales,2026-04-03 09:00:00,22,2.1,recording://CL01204
CL01205,AC0142,A020,Support,2026-03-04 15:00:00,9,2.2,recording://CL01205
CL01206,AC0020,A056,Sales,2026-05-10 11:00:00,18,2.5,recording://CL01206
CL01207,AC0030,A040,Sales,2025-09-21 17:00:00,25,0.7,recording://CL01207
CL01208,AC0100,A052,Sales,2026-01-22 13:00:00,40,1.0,recording://CL01208
CL01209,AC0064,A050,Sales,2026-05-28 19:00:00,16,3.2,recording://CL01209
CL01210,AC0032,A005,Support,2026-05-18 08:00:00,24,2.5,recording://CL01210
CL01211,AC0039,A018,Support,2026-06-17 12:00:00,17,1.4,recording://CL01211
CL01212,AC0104,A018,Support,2026-07-03 10:00:00,8,2.7,recording://CL01212
CL01213,AC0105,A050,Sales,2025-09-10 18:00:00,8,0.4,recording://CL01213
CL01214,AC0038,A026,Support,2025-11-28 12:00:00,19,2.4,recording://CL01214
CL01215,AC0130,A044,Sales,2025-12-25 15:00:00,25,2.9,recording://CL01215
CL01216,AC0101,A043,Sales,2026-02-12 11:00:00,13,1.0,recording://CL01216
CL01217,AC0054,A041,Sales,2026-01-26 12:00:00,7,3.4,recording://CL01217
CL01218,AC0137,A053,Sales,2026-03-03 08:00:00,15,0.1,recording://CL01218
CL01219,AC0022,A041,Sales,2025-10-12 13:00:00,26,3.7,recording://CL01219
CL01220,AC0058,A036,Support,2026-05-12 08:00:00,9,1.6,recording://CL01220
CL01221,AC0079,A056,Sales,2026-05-17 16:00:00,11,1.4,recording://CL01221
CL01222,AC0088,A040,Sales,2025-09-12 19:00:00,28,2.5,recording://CL01222
CL01223,AC0096,A014,Support,2026-06-16 19:00:00,7,3.5,recording://CL01223
CL01224,AC0076,A047,Sales,2025-12-01 16:00:00,18,2.4,recording://CL01224
CL01225,AC0087,A047,Sales,2026-03-02 09:00:00,14,1.1,recording://CL01225
CL01226,AC0033,A045,Sales,2026-02-22 09:00:00,16,2.4,recording://CL01226
CL01227,AC0094,A041,Sales,2026-04-13 09:00:00,6,0.6,recording://CL01227
CL01228,AC0121,A034,Support,2025-12-15 15:00:00,12,0.9,recording://CL01228
CL01229,AC0070,A012,Support,2025-10-29 09:00:00,3,0.8,recording://CL01229
CL01230,AC0126,A055,Sales,2026-08-24 08:00:00,9,2.5,recording://CL01230
CL01231,AC0087,A050,Sales,2025-10-13 15:00:00,11,3.6,recording://CL01231
CL01232,AC0140,A041,Sales,2026-01-27 17:00:00,26,2.3,recording://CL01232
CL01233,AC0065,A030,Support,2026-02-04 19:00:00,7,2.4,recording://CL01233
CL01234,AC0102,A003,Support,2025-10-18 12:00:00,12,2.6,recording://CL01234
CL01235,AC0059,A049,Sales,2026-05-28 14:00:00,7,2.0,recording://CL01235
CL01236,AC0113,A043,Sales,2026-07-27 16:00:00,15,2.6,recording://CL01236
CL01237,AC0009,A051,Sales,2026-01-04 18:00:00,7,2.1,recording://CL01237
CL01238,AC0090,A054,Sales,2025-09-06 17:00:00,15,2.3,recording://CL01238
CL01239,AC0017,A047,Sales,2026-08-23 09:00:00,7,2.9,recording://CL01239
CL01240,AC0008,A043,Sales,2025-12-07 08:00:00,25,2.4,recording://CL01240
CL01241,AC0088,A048,Sales,2025-10-17 18:00:00,19,1.8,recording://CL01241
CL01242,AC0135,A047,Sales,2025-12-09 12:00:00,12,0.0,recording://CL01242
CL01243,AC0096,A049,Sales,2026-03-31 12:00:00,19,2.7,recording://CL01243
CL01244,AC0089,A045,Sales,2025-09-28 16:00:00,13,1.8,recording://CL01244
CL01245,AC0127,A044,Sales,2025-10-15 16:00:00,28,1.5,recording://CL01245
CL01246,AC0007,A014,Support,2025-11-21 18:00:00,13,2.2,recording://CL01246
CL01247,AC0115,A042,Sales,2025-10-29 16:00:00,18,1.5,recording://CL01247
CL01248,AC0035,A047,Sales,2025-11-21 08:00:00,24,1.8,recording://CL01248
CL01249,AC0090,A013,Support,2026-04-05 18:00:00,15,1.4,recording://CL01249
CL01250,AC0015,A019,Support,2026-02-19 17:00:00,23,3.6,recording://CL01250
CL01251,AC0144,A024,Support,2026-06-08 19:00:00,7,1.8,recording://CL01251
CL01252,AC0008,A011,Support,2025-12-08 08:00:00,25,1.7,recording://CL01252
CL01253,AC0015,A011,Support,2026-02-27 12:00:00,16,4.0,recording://CL01253
CL01254,AC0017,A044,Sales,2026-04-10 10:00:00,22,2.4,recording://CL01254
CL01255,AC0117,A040,Sales,2026-02-05 15:00:00,19,2.7,recording://CL01255
CL01256,AC0025,A022,Support,2026-01-07 19:00:00,23,1.5,recording://CL01256
CL01257,AC0085,A045,Sales,2026-05-10 12:00:00,37,2.3,recording://CL01257
CL01258,AC0140,A050,Sales,2026-07-03 13:00:00,17,0.0,recording://CL01258
CL01259,AC0119,A047,Sales,2025-09-01 11:00:00,7,2.8,recording://CL01259
CL01260,AC0112,A051,Sales,2025-11-24 16:00:00,18,1.0,recording://CL01260
CL01261,AC0122,A035,Support,2026-06-01 09:00:00,6,1.4,recording://CL01261
CL01262,AC0039,A051,Sales,2026-02-26 11:00:00,19,1.9,recording://CL01262
CL01263,AC0049,A041,Sales,2026-07-20 11:00:00,21,1.4,recording://CL01263
CL01264,AC0117,A040,Sales,2025-11-09 18:00:00,22,2.9,recording://CL01264
CL01265,AC0047,A004,Support,2026-01-12 19:00:00,9,2.2,recording://CL01265
CL01266,AC0006,A040,Sales,2026-08-10 09:00:00,26,2.1,recording://CL01266
CL01267,AC0073,A056,Sales,2025-12-08 12:00:00,18,0.8,recording://CL01267
CL01268,AC0065,A040,Sales,2025-12-01 10:00:00,9,1.8,recording://CL01268
CL01269,AC0117,A010,Support,2026-04-25 14:00:00,16,2.3,recording://CL01269
CL01270,AC0150,A032,Support,2026-06-09 17:00:00,8,1.8,recording://CL01270
CL01271,AC0150,A039,Sales,2025-12-10 13:00:00,20,1.9,recording://CL01271
CL01272,AC0083,A027,Support,2026-01-28 19:00:00,5,1.0,recording://CL01272
CL01273,AC0015,A033,Support,2026-08-05 10:00:00,6,1.2,recording://CL01273
CL01274,AC0126,A042,Sales,2025-09-08 09:00:00,21,1.6,recording://CL01274
CL01275,AC0147,A047,Sales,2025-11-21 18:00:00,12,1.9,recording://CL01275
CL01276,AC0056,A007,Support,2026-02-21 09:00:00,11,1.8,recording://CL01276
CL01277,AC0058,A033,Support,2026-02-04 18:00:00,9,3.5,recording://CL01277
CL01278,AC0006,A003,Support,2026-04-13 19:00:00,2,2.0,recording://CL01278
