ticket_id,account_id,agent_id,created_at,resolved_at,contact_reason,resolution_status,first_response_minutes,escalation_required,escalation_reason,complaint_flag,repeat_contact,related_sop
TK03066,AC0008,A029,2026-07-09 19:00:00,,Billing,Waiting Customer,22,0,None,0,0,SOP-18
TK03067,AC0057,A011,2026-07-09 15:00:00,,Feature Request,Waiting Customer,5,0,None,0,0,None
TK03068,AC0121,A006,2026-07-09 19:00:00,2026-07-10 07:04:02.001875468,Technical,Resolved,55,0,None,0,0,None
TK03069,AC0061,A012,2026-07-09 14:00:00,2026-07-09 22:12:48.283378999,Technical,Resolved,19,0,None,0,0,SOP-23
TK03070,AC0001,A006,2026-07-10 18:00:00,2026-07-10 23:55:05.789590991,How-to,Resolved,44,0,None,0,0,None
TK03071,AC0137,A007,2026-07-10 13:00:00,,How-to,Escalated,14,1,Product,0,0,None
TK03072,AC0114,A003,2026-07-10 13:00:00,2026-07-11 07:48:24.605122082,How-to,Resolved,38,0,None,0,0,SOP-23
TK03073,AC0015,A035,2026-07-10 08:00:00,2026-07-10 17:13:08.879883622,Integration,Resolved,96,0,None,1,0,SOP-18
TK03074,AC0029,A008,2026-07-10 11:00:00,,Account,Unresolved,38,0,None,0,0,SOP-07
TK03075,AC0030,A003,2026-07-10 11:00:00,2026-07-12 06:28:58.523456839,Bug,Resolved,12,0,None,0,0,SOP-12
TK03076,AC0028,A003,2026-07-10 10:00:00,2026-07-12 08:07:03.450036989,Integration,Resolved,8,0,None,0,0,SOP-12
TK03077,AC0056,A011,2026-07-10 08:00:00,2026-07-11 02:00:51.435895536,Technical,Resolved,8,0,None,0,0,None
TK03078,AC0025,A035,2026-07-10 08:00:00,,How-to,Waiting Internally,69,1,Product,0,0,None
TK03079,AC0064,A008,2026-07-10 18:00:00,2026-07-11 00:27:41.027267446,Technical,Resolved,38,0,None,0,0,SOP-18
TK03080,AC0082,A014,2026-07-10 09:00:00,2026-07-11 19:04:02.749401691,Billing,Resolved,7,0,None,0,0,None
TK03081,AC0024,A017,2026-07-10 18:00:00,2026-07-11 14:04:07.730362908,Bug,Resolved,8,0,None,0,1,SOP-12
TK03082,AC0032,A027,2026-07-11 16:00:00,2026-07-11 17:35:03.005928214,Billing,Resolved,63,0,None,0,0,None
TK03083,AC0059,A017,2026-07-11 10:00:00,2026-07-12 00:02:41.767182925,Technical,Resolved,10,0,None,0,0,SOP-12
TK03084,AC0021,A016,2026-07-11 16:00:00,,Technical,Waiting Customer,82,0,None,0,0,SOP-07
TK03085,AC0056,A027,2026-07-11 09:00:00,2026-07-12 00:56:08.194326607,Technical,Resolved,63,0,None,0,0,None
TK03086,AC0150,A031,2026-07-11 15:00:00,,Integration,Waiting Customer,77,0,None,0,0,None
TK03087,AC0138,A007,2026-07-11 10:00:00,2026-07-11 15:41:22.156580281,Billing,Resolved,63,0,None,0,0,SOP-18
TK03088,AC0105,A004,2026-07-12 10:00:00,,Billing,Unresolved,9,0,None,0,0,None
TK03089,AC0132,A025,2026-07-12 16:00:00,2026-07-13 01:38:06.785436596,Feature Request,Resolved,37,0,None,0,0,SOP-07
TK03090,AC0121,A025,2026-07-12 08:00:00,2026-07-12 19:12:33.993892494,How-to,Resolved,43,0,None,0,0,None
TK03091,AC0125,A032,2026-07-12 15:00:00,2026-07-13 04:10:46.701052871,Technical,Resolved,47,0,None,0,0,SOP-23
TK03092,AC0137,A003,2026-07-12 14:00:00,2026-07-14 00:57:40.104955381,Technical,Resolved,52,0,None,0,0,None
TK03093,AC0132,A017,2026-07-12 14:00:00,,Integration,Waiting Internally,16,1,Technical,0,0,None
TK03094,AC0024,A037,2026-07-12 10:00:00,2026-07-13 00:12:36.485409702,Technical,Resolved,88,0,None,0,0,None
TK03095,AC0022,A028,2026-07-12 12:00:00,2026-07-13 03:11:27.306008404,Account,Resolved,52,0,None,0,0,None
TK03096,AC0040,A014,2026-07-12 08:00:00,2026-07-12 19:11:28.723713432,How-to,Resolved,45,0,None,0,0,SOP-07
TK03097,AC0099,A030,2026-07-13 16:00:00,2026-07-14 07:48:46.841662250,Integration,Resolved,24,0,None,0,0,SOP-18
TK03098,AC0013,A024,2026-07-13 19:00:00,2026-07-14 04:17:40.110506325,Billing,Resolved,40,0,None,1,0,SOP-12
TK03099,AC0015,A017,2026-07-13 17:00:00,2026-07-14 05:07:55.251922608,Technical,Resolved,3,0,None,0,0,SOP-12
TK03100,AC0105,A015,2026-07-13 14:00:00,2026-07-14 17:25:39.144636159,How-to,Resolved,10,0,None,0,0,None
TK03101,AC0031,A027,2026-07-13 14:00:00,2026-07-14 23:19:33.021375993,Billing,Resolved,40,0,None,0,0,None
TK03102,AC0150,A005,2026-07-13 20:00:00,2026-07-14 06:19:56.606357036,Technical,Resolved,20,0,None,0,0,SOP-07
TK03103,AC0085,A034,2026-07-13 17:00:00,2026-07-14 17:37:27.893082473,Technical,Resolved,46,0,None,0,0,None
TK03104,AC0110,A025,2026-07-13 09:00:00,2026-07-13 15:49:54.634190803,How-to,Resolved,43,0,None,0,0,SOP-23
TK03105,AC0142,A009,2026-07-13 20:00:00,,Technical,Unresolved,15,0,None,0,0,SOP-07
TK03106,AC0057,A005,2026-07-14 17:00:00,2026-07-15 03:42:21.245152146,Technical,Resolved,17,0,None,0,0,None
TK03107,AC0046,A018,2026-07-14 19:00:00,2026-07-15 22:36:04.298404242,Integration,Resolved,19,0,None,0,1,None
TK03108,AC0127,A028,2026-07-14 17:00:00,2026-07-15 18:29:43.752906238,Technical,Resolved,2,0,None,0,0,None
TK03109,AC0057,A011,2026-07-14 20:00:00,2026-07-15 11:00:34.519791765,Technical,Resolved,11,0,None,0,0,SOP-12
TK03110,AC0003,A023,2026-07-14 08:00:00,2026-07-14 14:50:22.173179732,Technical,Resolved,47,0,None,0,0,SOP-07
TK03111,AC0064,A029,2026-07-14 11:00:00,,Bug,Partially Resolved,27,0,None,0,0,None
TK03112,AC0105,A018,2026-07-14 18:00:00,2026-07-15 18:24:45.481619080,How-to,Resolved,6,0,None,0,0,SOP-23
TK03113,AC0075,A024,2026-07-14 18:00:00,2026-07-16 02:49:27.448488987,Technical,Resolved,16,0,None,0,0,SOP-07
TK03114,AC0127,A010,2026-07-14 16:00:00,2026-07-15 09:23:12.609058323,Feature Request,Resolved,36,0,None,0,0,SOP-12
TK03115,AC0014,A011,2026-07-14 16:00:00,2026-07-15 02:37:37.503872407,Technical,Resolved,31,0,None,0,1,None
TK03116,AC0062,A026,2026-07-15 15:00:00,2026-07-16 23:24:47.538470078,Technical,Resolved,13,0,None,0,0,None
TK03117,AC0037,A016,2026-07-15 16:00:00,2026-07-17 00:39:35.751363660,Account,Resolved,60,0,None,0,0,None
TK03118,AC0087,A026,2026-07-15 18:00:00,2026-07-16 12:11:25.105722630,Feature Request,Resolved,38,0,None,0,0,SOP-18
TK03119,AC0138,A022,2026-07-15 11:00:00,2026-07-16 15:27:54.331746010,Technical,Resolved,32,0,None,0,0,SOP-23
TK03120,AC0132,A027,2026-07-15 14:00:00,2026-07-15 23:43:14.273966581,Account,Resolved,34,0,None,0,0,SOP-18
TK03121,AC0117,A022,2026-07-15 17:00:00,2026-07-15 22:42:38.501690952,How-to,Resolved,59,0,None,0,0,SOP-07
TK03122,AC0140,A019,2026-07-15 17:00:00,2026-07-16 06:35:22.279737382,How-to,Resolved,27,0,None,0,0,None
TK03123,AC0047,A013,2026-07-15 12:00:00,2026-07-16 13:17:15.962141050,Technical,Resolved,46,0,None,0,0,SOP-18
TK03124,AC0076,A038,2026-07-15 17:00:00,,Billing,Partially Resolved,19,0,None,0,0,None
TK03125,AC0129,A017,2026-07-15 18:00:00,2026-07-17 18:06:53.674362351,How-to,Resolved,8,0,None,0,0,None
TK03126,AC0085,A029,2026-07-15 15:00:00,2026-07-16 02:55:15.179654798,Billing,Resolved,98,0,None,0,0,SOP-12
TK03127,AC0101,A002,2026-07-16 09:00:00,2026-07-16 22:41:08.051659419,Feature Request,Resolved,56,0,None,0,0,None
TK03128,AC0125,A019,2026-07-16 12:00:00,2026-07-17 11:01:19.115548764,Billing,Resolved,64,0,None,0,0,None
TK03129,AC0117,A016,2026-07-16 10:00:00,,Technical,Partially Resolved,59,0,None,0,0,None
TK03130,AC0025,A030,2026-07-16 08:00:00,2026-07-16 15:15:23.714530795,Bug,Resolved,18,1,Billing,0,0,None
TK03131,AC0090,A014,2026-07-16 10:00:00,,Account,Partially Resolved,25,0,None,0,0,None
TK03132,AC0087,A028,2026-07-16 16:00:00,2026-07-17 06:07:09.437355982,Billing,Resolved,13,0,None,0,0,SOP-07
TK03133,AC0137,A009,2026-07-16 12:00:00,2026-07-16 15:39:25.213901272,Technical,Resolved,6,0,None,0,0,None
TK03134,AC0044,A008,2026-07-16 17:00:00,2026-07-17 09:30:50.758854752,Technical,Resolved,31,0,None,0,0,None
TK03135,AC0098,A015,2026-07-16 20:00:00,2026-07-17 08:13:50.770422476,Technical,Resolved,17,0,None,0,0,None
TK03136,AC0021,A010,2026-07-17 10:00:00,2026-07-19 18:27:04.846718552,Feature Request,Resolved,47,0,None,0,0,SOP-18
TK03137,AC0025,A022,2026-07-17 16:00:00,2026-07-18 19:47:11.470192876,Technical,Resolved,49,0,None,1,0,SOP-12
TK03138,AC0047,A017,2026-07-17 12:00:00,2026-07-18 01:59:25.506825648,Account,Resolved,51,0,None,0,0,SOP-18
TK03139,AC0094,A021,2026-07-17 14:00:00,2026-07-18 08:02:54.989112003,Integration,Resolved,39,0,None,0,0,SOP-12
TK03140,AC0033,A030,2026-07-17 18:00:00,2026-07-18 09:22:58.255841292,Technical,Resolved,37,0,None,0,0,SOP-23
TK03141,AC0024,A035,2026-07-17 20:00:00,2026-07-19 06:52:59.207895625,Billing,Resolved,17,0,None,0,0,None
TK03142,AC0048,A036,2026-07-17 19:00:00,2026-07-18 03:26:49.313322463,Technical,Resolved,43,0,None,0,0,SOP-07
TK03143,AC0081,A034,2026-07-17 08:00:00,2026-07-19 21:49:35.095852520,Feature Request,Resolved,48,0,None,0,0,None
TK03144,AC0105,A037,2026-07-17 17:00:00,,Technical,Unresolved,126,0,None,0,0,SOP-18
TK03145,AC0071,A031,2026-07-17 08:00:00,2026-07-17 18:38:28.427003681,Billing,Resolved,10,0,None,0,0,None
TK03146,AC0106,A011,2026-07-17 08:00:00,2026-07-17 12:25:24.167165844,Technical,Resolved,37,0,None,0,0,SOP-23
TK03147,AC0102,A022,2026-07-18 12:00:00,,Bug,Waiting Customer,39,1,Technical,0,0,SOP-12
TK03148,AC0036,A011,2026-07-18 14:00:00,2026-07-19 01:43:31.618220033,How-to,Resolved,35,0,None,0,0,None
TK03149,AC0066,A018,2026-07-18 08:00:00,2026-07-18 15:11:11.803131436,Billing,Resolved,63,0,None,0,0,SOP-07
TK03150,AC0068,A005,2026-07-18 10:00:00,2026-07-19 08:50:22.270792802,Billing,Resolved,35,0,None,0,0,SOP-23
TK03151,AC0003,A030,2026-07-18 08:00:00,2026-07-18 10:14:21.852365,Technical,Resolved,17,0,None,1,0,SOP-23
TK03152,AC0053,A029,2026-07-18 15:00:00,2026-07-19 10:21:21.050572543,Billing,Resolved,42,0,None,0,0,SOP-18
TK03153,AC0107,A028,2026-07-19 19:00:00,2026-07-19 23:45:33.114607630,Bug,Resolved,27,0,None,0,1,SOP-18
TK03154,AC0113,A025,2026-07-19 12:00:00,2026-07-19 20:47:44.007745081,Bug,Resolved,56,1,Product,0,0,None
TK03155,AC0087,A015,2026-07-19 20:00:00,2026-07-21 10:32:47.940916509,Integration,Resolved,13,0,None,0,0,SOP-12
TK03156,AC0025,A016,2026-07-19 16:00:00,2026-07-19 22:59:27.169633679,How-to,Resolved,58,0,None,0,0,SOP-12
TK03157,AC0148,A036,2026-07-19 12:00:00,2026-07-20 01:56:33.973609245,Bug,Resolved,3,1,Billing,0,0,SOP-12
TK03158,AC0055,A009,2026-07-19 15:00:00,,Technical,Escalated,31,1,Operations,0,0,SOP-23
TK03159,AC0083,A034,2026-07-19 09:00:00,2026-07-19 19:12:27.421651300,How-to,Resolved,21,0,None,0,0,SOP-23
TK03160,AC0080,A002,2026-07-19 19:00:00,2026-07-20 15:25:47.440492247,How-to,Resolved,26,0,None,0,0,SOP-23
TK03161,AC0001,A019,2026-07-20 09:00:00,,Account,Escalated,84,1,Operations,0,0,SOP-12
TK03162,AC0142,A034,2026-07-20 18:00:00,2026-07-21 09:21:39.360981555,Technical,Resolved,34,0,None,0,0,SOP-23
TK03163,AC0001,A006,2026-07-20 09:00:00,2026-07-20 19:18:14.939686528,How-to,Resolved,29,0,None,0,0,None
TK03164,AC0023,A031,2026-07-20 08:00:00,2026-07-22 02:35:05.283612353,Technical,Resolved,53,0,None,0,0,SOP-07
TK03165,AC0117,A038,2026-07-20 19:00:00,,Feature Request,Unresolved,10,0,None,0,0,None
TK03166,AC0092,A006,2026-07-21 12:00:00,2026-07-22 02:41:09.675622991,Account,Resolved,86,0,None,0,0,None
TK03167,AC0098,A032,2026-07-21 09:00:00,2026-07-21 20:40:14.103962756,How-to,Resolved,35,0,None,0,0,SOP-23
TK03168,AC0025,A027,2026-07-21 10:00:00,,Integration,Waiting Customer,38,0,None,0,0,SOP-07
TK03169,AC0125,A008,2026-07-21 19:00:00,2026-07-23 14:58:16.609175361,Account,Resolved,28,0,None,0,0,SOP-18
TK03170,AC0132,A006,2026-07-21 18:00:00,2026-07-21 23:16:24.955319412,Bug,Resolved,26,0,None,0,0,SOP-18
TK03171,AC0134,A025,2026-07-21 13:00:00,2026-07-21 17:47:14.272271331,Bug,Resolved,11,0,None,0,0,SOP-23
TK03172,AC0130,A012,2026-07-21 19:00:00,2026-07-23 01:21:33.104503772,Billing,Resolved,25,0,None,1,0,SOP-12
TK03173,AC0048,A018,2026-07-21 10:00:00,2026-07-22 10:47:48.504059452,Account,Resolved,41,0,None,0,1,None
TK03174,AC0107,A024,2026-07-21 18:00:00,2026-07-23 07:19:29.522184787,Feature Request,Resolved,15,0,None,0,0,None
TK03175,AC0117,A028,2026-07-21 12:00:00,2026-07-22 11:37:15.692863071,Bug,Resolved,64,0,None,0,0,None
TK03176,AC0099,A023,2026-07-22 18:00:00,2026-07-23 21:31:02.572507199,Technical,Resolved,10,0,None,0,0,SOP-23
TK03177,AC0030,A021,2026-07-22 16:00:00,2026-07-23 12:22:40.410840575,Technical,Resolved,160,0,None,0,1,SOP-12
TK03178,AC0065,A021,2026-07-22 17:00:00,2026-07-22 23:46:57.547621385,How-to,Resolved,10,0,None,0,0,SOP-12
TK03179,AC0065,A030,2026-07-22 17:00:00,,Bug,Waiting Customer,47,1,Billing,0,0,SOP-12
TK03180,AC0024,A014,2026-07-22 19:00:00,,How-to,Waiting Internally,61,1,Billing,0,1,SOP-12
TK03181,AC0084,A020,2026-07-22 09:00:00,,Bug,Waiting Customer,24,1,Billing,0,0,None
TK03182,AC0143,A013,2026-07-22 16:00:00,2026-07-23 11:51:57.814766047,Feature Request,Resolved,9,0,None,0,0,SOP-07
TK03183,AC0074,A003,2026-07-22 12:00:00,2026-07-23 07:58:55.298407949,How-to,Resolved,30,0,None,0,1,SOP-07
TK03184,AC0089,A014,2026-07-22 16:00:00,2026-07-23 09:42:52.951602763,Bug,Resolved,15,0,None,0,0,None
TK03185,AC0138,A023,2026-07-22 13:00:00,2026-07-22 22:08:09.776094470,Technical,Resolved,59,0,None,0,0,SOP-12
TK03186,AC0060,A013,2026-07-23 13:00:00,2026-07-24 05:11:39.750739222,Bug,Resolved,85,1,Technical,0,0,SOP-23
TK03187,AC0043,A014,2026-07-23 16:00:00,,Integration,Escalated,6,1,Billing,1,0,SOP-23
TK03188,AC0036,A017,2026-07-23 08:00:00,2026-07-24 12:27:18.677834700,Bug,Resolved,26,1,Technical,0,0,SOP-07
TK03189,AC0126,A011,2026-07-23 18:00:00,2026-07-24 14:40:50.928208792,How-to,Resolved,36,0,None,0,0,SOP-12
TK03190,AC0057,A026,2026-07-23 20:00:00,2026-07-24 01:02:11.111321742,How-to,Resolved,39,0,None,0,0,None
TK03191,AC0137,A030,2026-07-23 10:00:00,,Account,Partially Resolved,25,0,None,0,1,None
TK03192,AC0013,A017,2026-07-23 14:00:00,2026-07-24 04:32:16.733910450,How-to,Resolved,70,0,None,0,0,SOP-23
TK03193,AC0010,A021,2026-07-23 08:00:00,2026-07-23 14:04:04.625961024,Integration,Resolved,12,0,None,0,1,SOP-12
TK03194,AC0085,A031,2026-07-23 15:00:00,2026-07-24 11:08:49.159369387,Technical,Resolved,50,0,None,0,0,None
TK03195,AC0080,A019,2026-07-23 08:00:00,2026-07-23 11:28:41.194282644,Billing,Resolved,16,0,None,0,1,None
TK03196,AC0125,A027,2026-07-23 17:00:00,,Integration,Escalated,42,1,Technical,0,0,SOP-18
TK03197,AC0066,A034,2026-07-23 20:00:00,2026-07-24 09:48:56.853693791,Integration,Resolved,25,0,None,0,0,None
TK03198,AC0132,A016,2026-07-23 11:00:00,,How-to,Waiting Internally,19,1,Product,0,0,SOP-18
TK03199,AC0001,A024,2026-07-24 20:00:00,,Technical,Unresolved,70,0,None,0,0,None
TK03200,AC0104,A024,2026-07-24 11:00:00,2026-07-25 08:33:02.844654644,Technical,Resolved,24,0,None,0,0,SOP-12
TK03201,AC0090,A036,2026-07-24 09:00:00,2026-07-25 11:46:24.793939939,Technical,Resolved,25,0,None,0,0,SOP-07
TK03202,AC0008,A003,2026-07-24 08:00:00,2026-07-25 09:27:21.122399916,How-to,Resolved,31,0,None,0,0,None
TK03203,AC0057,A004,2026-07-24 12:00:00,2026-07-24 20:54:58.207338840,Account,Resolved,22,0,None,0,0,None
TK03204,AC0057,A031,2026-07-24 09:00:00,2026-07-25 08:15:03.999327035,Technical,Resolved,37,0,None,0,0,None
TK03205,AC0046,A004,2026-07-24 18:00:00,2026-07-24 21:53:36.102554465,Billing,Resolved,6,0,None,1,0,None
TK03206,AC0117,A007,2026-07-24 16:00:00,2026-07-25 09:48:58.859485153,Account,Resolved,37,0,None,0,0,SOP-23
TK03207,AC0138,A027,2026-07-24 15:00:00,2026-07-24 20:48:34.838805782,Technical,Resolved,83,0,None,0,0,SOP-12
TK03208,AC0092,A035,2026-07-24 10:00:00,,Account,Escalated,53,1,Product,0,0,SOP-23
TK03209,AC0021,A027,2026-07-25 18:00:00,2026-07-26 03:12:46.270207106,Bug,Resolved,5,0,None,0,0,None
TK03210,AC0146,A023,2026-07-25 15:00:00,2026-07-26 00:23:39.170511078,Technical,Resolved,34,0,None,0,0,SOP-07
TK03211,AC0130,A016,2026-07-25 16:00:00,2026-07-25 23:58:19.714663806,How-to,Resolved,9,0,None,0,0,None
TK03212,AC0105,A013,2026-07-25 16:00:00,2026-07-26 11:19:17.978784578,Technical,Resolved,4,0,None,0,0,SOP-12
TK03213,AC0137,A002,2026-07-25 16:00:00,2026-07-26 22:00:57.570330815,Technical,Resolved,38,0,None,0,0,None
TK03214,AC0147,A005,2026-07-25 11:00:00,,Bug,Escalated,42,1,Product,0,0,SOP-12
TK03215,AC0065,A034,2026-07-25 14:00:00,,Technical,Escalated,57,1,Product,0,0,SOP-23
TK03216,AC0099,A001,2026-07-25 15:00:00,,Bug,Waiting Internally,43,1,Product,0,1,SOP-18
TK03217,AC0058,A031,2026-07-26 12:00:00,2026-07-27 17:02:59.343906555,How-to,Resolved,8,0,None,0,0,SOP-23
TK03218,AC0140,A020,2026-07-26 16:00:00,2026-07-26 23:41:56.903668491,Technical,Resolved,2,0,None,0,1,SOP-07
TK03219,AC0142,A004,2026-07-26 14:00:00,2026-07-27 13:04:19.953232359,Technical,Resolved,2,0,None,0,0,None
TK03220,AC0051,A004,2026-07-26 20:00:00,,How-to,Unresolved,59,0,None,0,0,None
TK03221,AC0127,A028,2026-07-26 15:00:00,2026-07-26 20:46:00.868800664,Billing,Resolved,33,0,None,0,0,None
TK03222,AC0097,A016,2026-07-26 08:00:00,2026-07-26 22:22:58.647265648,Feature Request,Resolved,26,0,None,0,0,SOP-12
TK03223,AC0050,A016,2026-07-26 14:00:00,2026-07-26 19:22:16.939745041,Technical,Resolved,77,0,None,0,0,SOP-18
TK03224,AC0005,A003,2026-07-26 14:00:00,2026-07-27 08:02:09.938025683,Billing,Resolved,44,0,None,0,0,SOP-12
TK03225,AC0098,A036,2026-07-26 20:00:00,2026-07-27 07:30:01.503202467,Feature Request,Resolved,49,0,None,0,0,None
TK03226,AC0126,A024,2026-07-27 13:00:00,2026-07-28 01:26:05.627552991,Feature Request,Resolved,12,0,None,0,0,SOP-18
TK03227,AC0061,A036,2026-07-27 13:00:00,,How-to,Partially Resolved,7,0,None,0,0,SOP-23
TK03228,AC0066,A030,2026-07-27 10:00:00,2026-07-28 00:25:13.184114621,Integration,Resolved,60,0,None,0,1,None
TK03229,AC0117,A031,2026-07-27 08:00:00,2026-07-28 05:50:14.268077497,Bug,Resolved,38,0,None,1,0,None
TK03230,AC0138,A030,2026-07-27 12:00:00,2026-07-28 00:29:36.257331960,Technical,Resolved,26,0,None,0,0,SOP-12
TK03231,AC0046,A033,2026-07-27 16:00:00,2026-07-29 06:43:59.474967131,Technical,Resolved,14,0,None,0,0,SOP-23
TK03232,AC0057,A033,2026-07-27 08:00:00,2026-07-28 13:45:42.793789934,Technical,Resolved,36,0,None,0,0,None
TK03233,AC0124,A015,2026-07-27 12:00:00,,Bug,Waiting Internally,18,1,Technical,0,0,SOP-07
TK03234,AC0105,A009,2026-07-27 09:00:00,,Technical,Unresolved,17,0,None,1,0,SOP-18
TK03235,AC0056,A007,2026-07-27 13:00:00,2026-07-28 17:18:32.317471873,Bug,Resolved,51,0,None,0,0,None
TK03236,AC0037,A026,2026-07-27 14:00:00,2026-07-28 15:27:03.832732442,Feature Request,Resolved,52,0,None,0,0,None
TK03237,AC0095,A010,2026-07-27 13:00:00,2026-07-29 06:03:11.146464876,Integration,Resolved,4,0,None,0,0,SOP-18
TK03238,AC0082,A006,2026-07-28 12:00:00,2026-07-28 23:42:07.918612266,Technical,Resolved,10,0,None,0,0,SOP-23
TK03239,AC0023,A009,2026-07-28 09:00:00,2026-07-28 19:31:10.241698733,Bug,Resolved,25,0,None,0,0,None
TK03240,AC0114,A014,2026-07-28 09:00:00,2026-07-28 15:39:14.778829488,Integration,Resolved,43,0,None,0,0,SOP-07
TK03241,AC0149,A018,2026-07-28 12:00:00,,How-to,Waiting Customer,21,0,None,0,0,SOP-07
TK03242,AC0085,A013,2026-07-28 08:00:00,2026-07-28 16:56:16.091719463,Integration,Resolved,10,0,None,0,0,SOP-12
TK03243,AC0100,A032,2026-07-28 13:00:00,2026-07-29 16:08:30.955488598,Technical,Resolved,28,0,None,0,0,None
TK03244,AC0094,A021,2026-07-28 11:00:00,2026-07-29 07:10:33.562649901,Account,Resolved,22,0,None,1,0,SOP-12
TK03245,AC0061,A005,2026-07-28 15:00:00,2026-07-28 20:03:34.453123191,Integration,Resolved,44,0,None,1,0,None
TK03246,AC0133,A008,2026-07-28 18:00:00,2026-07-30 09:46:26.604930193,Technical,Resolved,58,0,None,1,0,SOP-23
TK03247,AC0017,A006,2026-07-28 16:00:00,,Technical,Partially Resolved,30,0,None,0,0,SOP-07
TK03248,AC0142,A015,2026-07-29 11:00:00,2026-08-01 00:58:44.928717327,Feature Request,Resolved,23,0,None,0,0,None
TK03249,AC0095,A029,2026-07-29 17:00:00,2026-07-30 14:59:10.423200964,Account,Resolved,40,0,None,1,0,None
TK03250,AC0021,A038,2026-07-29 12:00:00,2026-07-30 03:19:14.913393237,Account,Resolved,56,0,None,0,1,None
TK03251,AC0080,A031,2026-07-29 13:00:00,,Integration,Unresolved,15,0,None,0,0,None
TK03252,AC0138,A018,2026-07-29 19:00:00,2026-07-30 13:26:25.719587802,How-to,Resolved,24,0,None,0,0,SOP-23
TK03253,AC0137,A008,2026-07-29 19:00:00,2026-07-30 06:54:03.382656309,Integration,Resolved,47,0,None,0,1,SOP-18
TK03254,AC0066,A009,2026-07-29 20:00:00,2026-07-31 07:22:56.754112588,Bug,Resolved,55,0,None,0,0,SOP-18
TK03255,AC0068,A029,2026-07-29 17:00:00,2026-07-30 14:01:55.272060791,Account,Resolved,17,0,None,0,0,SOP-18
TK03256,AC0105,A038,2026-07-29 10:00:00,,How-to,Escalated,24,1,Product,0,1,SOP-18
TK03257,AC0061,A027,2026-07-30 16:00:00,,How-to,Escalated,29,1,Product,0,0,None
TK03258,AC0092,A020,2026-07-30 19:00:00,2026-07-31 18:12:28.968950020,How-to,Resolved,32,0,None,0,0,SOP-23
TK03259,AC0132,A002,2026-07-30 13:00:00,,Integration,Partially Resolved,19,0,None,0,0,SOP-07
TK03260,AC0141,A037,2026-07-30 16:00:00,2026-07-30 20:06:53.618062353,Billing,Resolved,33,0,None,0,0,None
TK03261,AC0137,A001,2026-07-30 19:00:00,2026-08-01 00:39:32.322263762,Account,Resolved,51,0,None,0,0,SOP-18
TK03262,AC0004,A005,2026-07-30 16:00:00,2026-08-01 13:27:05.687125783,How-to,Resolved,25,0,None,0,0,SOP-07
TK03263,AC0138,A025,2026-07-30 10:00:00,2026-07-31 21:21:50.227988787,How-to,Resolved,45,0,None,0,0,SOP-23
TK03264,AC0086,A019,2026-07-31 13:00:00,2026-08-01 03:35:16.795453636,Feature Request,Resolved,8,0,None,0,0,SOP-12
TK03265,AC0058,A020,2026-07-31 20:00:00,,Technical,Escalated,57,1,Product,0,0,None
TK03266,AC0132,A038,2026-07-31 08:00:00,2026-07-31 18:03:23.652407696,Bug,Resolved,2,0,None,0,0,None
TK03267,AC0080,A003,2026-07-31 19:00:00,2026-08-01 22:20:47.392442299,Technical,Resolved,16,0,None,0,0,None
TK03268,AC0117,A034,2026-07-31 19:00:00,,Technical,Unresolved,67,0,None,0,1,SOP-12
TK03269,AC0096,A005,2026-07-31 18:00:00,2026-08-01 01:31:16.840255271,Account,Resolved,40,0,None,0,0,None
TK03270,AC0051,A008,2026-07-31 08:00:00,,Account,Unresolved,13,0,None,0,0,SOP-23
TK03271,AC0004,A007,2026-07-31 19:00:00,,Feature Request,Unresolved,67,0,None,1,0,None
TK03272,AC0092,A001,2026-07-31 10:00:00,,Technical,Waiting Internally,16,1,Operations,0,0,SOP-23
TK03273,AC0054,A036,2026-08-01 14:00:00,,Billing,Partially Resolved,28,0,None,0,0,SOP-18
TK03274,AC0046,A002,2026-08-01 18:00:00,2026-08-02 03:57:28.883960353,Integration,Resolved,20,0,None,0,0,None
TK03275,AC0130,A037,2026-08-01 14:00:00,2026-08-02 12:54:06.973534134,Billing,Resolved,80,0,None,0,0,SOP-12
TK03276,AC0113,A024,2026-08-01 19:00:00,2026-08-02 09:37:59.889140298,Technical,Resolved,15,0,None,0,0,None
TK03277,AC0138,A031,2026-08-01 14:00:00,2026-08-01 21:09:31.037526921,How-to,Resolved,19,0,None,0,0,SOP-07
TK03278,AC0049,A027,2026-08-01 14:00:00,2026-08-02 00:53:38.823676589,Integration,Resolved,38,0,None,0,0,None
TK03279,AC0127,A007,2026-08-02 15:00:00,2026-08-03 02:06:47.207289075,How-to,Resolved,62,0,None,0,0,SOP-18
TK03280,AC0114,A038,2026-08-02 14:00:00,2026-08-03 12:43:29.490695032,Technical,Resolved,26,0,None,0,0,None
TK03281,AC0030,A007,2026-08-02 15:00:00,2026-08-02 22:07:32.473610445,How-to,Resolved,9,0,None,0,0,None
TK03282,AC0024,A007,2026-08-02 09:00:00,2026-08-02 22:37:33.664398819,Bug,Resolved,20,0,None,0,0,SOP-12
TK03283,AC0103,A003,2026-08-02 09:00:00,,Billing,Unresolved,31,0,None,0,0,SOP-18
TK03284,AC0022,A019,2026-08-02 16:00:00,2026-08-02 21:17:17.430623676,Technical,Resolved,18,0,None,1,0,None
