usage_id,account_id,week_start,weekly_logins,active_users,seat_utilization,feature_adoption
PU-AC0113-2026-05-11,AC0113,2026-05-11,47,25,0.666,0.624
PU-AC0113-2026-05-18,AC0113,2026-05-18,43,19,0.678,0.688
PU-AC0113-2026-05-25,AC0113,2026-05-25,41,25,0.886,0.375
PU-AC0113-2026-06-01,AC0113,2026-06-01,44,22,0.85,0.556
PU-AC0113-2026-06-08,AC0113,2026-06-08,41,23,0.86,0.709
PU-AC0113-2026-06-15,AC0113,2026-06-15,43,23,0.576,0.671
PU-AC0113-2026-06-22,AC0113,2026-06-22,44,23,0.63,0.437
PU-AC0113-2026-06-29,AC0113,2026-06-29,43,25,0.689,0.711
PU-AC0113-2026-07-06,AC0113,2026-07-06,46,26,0.863,0.534
PU-AC0113-2026-07-13,AC0113,2026-07-13,40,22,0.829,0.498
PU-AC0113-2026-07-20,AC0113,2026-07-20,40,20,0.812,0.511
PU-AC0113-2026-07-27,AC0113,2026-07-27,40,22,0.666,0.622
PU-AC0113-2026-08-03,AC0113,2026-08-03,47,21,0.704,0.628
PU-AC0113-2026-08-10,AC0113,2026-08-10,41,22,0.796,0.651
PU-AC0113-2026-08-17,AC0113,2026-08-17,46,22,0.85,0.684
PU-AC0113-2026-08-24,AC0113,2026-08-24,39,25,0.702,0.774
PU-AC0114-2025-09-01,AC0114,2025-09-01,44,18,0.56,0.626
PU-AC0114-2025-09-08,AC0114,2025-09-08,43,15,0.648,0.63
PU-AC0114-2025-09-15,AC0114,2025-09-15,50,18,0.73,0.808
PU-AC0114-2025-09-22,AC0114,2025-09-22,46,15,0.656,0.742
PU-AC0114-2025-09-29,AC0114,2025-09-29,44,15,0.68,0.687
PU-AC0114-2025-10-06,AC0114,2025-10-06,40,16,0.644,0.605
PU-AC0114-2025-10-13,AC0114,2025-10-13,46,16,0.544,0.845
PU-AC0114-2025-10-20,AC0114,2025-10-20,45,16,0.655,0.491
PU-AC0114-2025-10-27,AC0114,2025-10-27,45,15,0.908,0.457
PU-AC0114-2025-11-03,AC0114,2025-11-03,40,16,0.818,0.697
PU-AC0114-2025-11-10,AC0114,2025-11-10,49,16,0.795,0.558
PU-AC0114-2025-11-17,AC0114,2025-11-17,46,16,0.886,0.451
PU-AC0114-2025-11-24,AC0114,2025-11-24,53,18,0.628,0.584
PU-AC0114-2025-12-01,AC0114,2025-12-01,45,17,0.614,0.761
PU-AC0114-2025-12-08,AC0114,2025-12-08,50,15,0.587,0.549
PU-AC0114-2025-12-15,AC0114,2025-12-15,48,18,0.808,0.623
PU-AC0114-2025-12-22,AC0114,2025-12-22,45,17,0.716,0.715
PU-AC0114-2025-12-29,AC0114,2025-12-29,49,19,0.731,0.798
PU-AC0114-2026-01-05,AC0114,2026-01-05,48,18,0.557,0.79
PU-AC0114-2026-01-12,AC0114,2026-01-12,47,15,0.692,0.751
PU-AC0114-2026-01-19,AC0114,2026-01-19,38,17,0.604,0.846
PU-AC0114-2026-01-26,AC0114,2026-01-26,48,17,0.587,0.805
PU-AC0114-2026-02-02,AC0114,2026-02-02,44,16,0.731,0.646
PU-AC0114-2026-02-09,AC0114,2026-02-09,46,14,0.879,0.574
PU-AC0114-2026-02-16,AC0114,2026-02-16,48,19,0.662,0.518
PU-AC0114-2026-02-23,AC0114,2026-02-23,48,16,0.672,0.585
PU-AC0114-2026-03-02,AC0114,2026-03-02,40,16,0.76,0.385
PU-AC0114-2026-03-09,AC0114,2026-03-09,48,19,0.759,0.608
PU-AC0114-2026-03-16,AC0114,2026-03-16,47,14,0.734,0.64
PU-AC0114-2026-03-23,AC0114,2026-03-23,44,19,0.81,0.825
PU-AC0114-2026-03-30,AC0114,2026-03-30,46,16,0.688,0.424
PU-AC0114-2026-04-06,AC0114,2026-04-06,47,16,0.786,0.66
PU-AC0114-2026-04-13,AC0114,2026-04-13,50,19,0.865,0.588
PU-AC0114-2026-04-20,AC0114,2026-04-20,51,16,0.725,0.439
PU-AC0114-2026-04-27,AC0114,2026-04-27,41,16,0.631,0.717
PU-AC0114-2026-05-04,AC0114,2026-05-04,46,19,0.805,0.577
PU-AC0114-2026-05-11,AC0114,2026-05-11,50,15,0.652,0.743
PU-AC0114-2026-05-18,AC0114,2026-05-18,45,18,0.967,0.642
PU-AC0114-2026-05-25,AC0114,2026-05-25,48,14,0.597,0.648
PU-AC0114-2026-06-01,AC0114,2026-06-01,50,19,0.401,0.527
PU-AC0114-2026-06-08,AC0114,2026-06-08,40,15,0.631,0.594
PU-AC0114-2026-06-15,AC0114,2026-06-15,49,17,0.835,0.672
PU-AC0114-2026-06-22,AC0114,2026-06-22,43,15,0.717,0.679
PU-AC0114-2026-06-29,AC0114,2026-06-29,48,19,0.983,0.83
PU-AC0114-2026-07-06,AC0114,2026-07-06,51,19,0.694,0.77
PU-AC0114-2026-07-13,AC0114,2026-07-13,49,18,0.595,0.808
PU-AC0114-2026-07-20,AC0114,2026-07-20,49,14,0.639,0.731
PU-AC0114-2026-07-27,AC0114,2026-07-27,48,17,0.713,0.755
PU-AC0114-2026-08-03,AC0114,2026-08-03,45,19,0.589,0.639
PU-AC0114-2026-08-10,AC0114,2026-08-10,46,15,0.773,0.412
PU-AC0114-2026-08-17,AC0114,2026-08-17,52,18,0.848,0.509
PU-AC0114-2026-08-24,AC0114,2026-08-24,49,16,0.769,0.776
PU-AC0115-2025-09-01,AC0115,2025-09-01,19,7,0.778,0.492
PU-AC0115-2025-09-08,AC0115,2025-09-08,20,7,0.684,0.504
PU-AC0115-2025-09-15,AC0115,2025-09-15,21,7,0.586,0.694
PU-AC0115-2025-09-22,AC0115,2025-09-22,19,6,0.911,0.98
PU-AC0115-2025-09-29,AC0115,2025-09-29,18,6,0.797,0.54
PU-AC0115-2025-10-06,AC0115,2025-10-06,19,8,0.686,0.479
PU-AC0115-2025-10-13,AC0115,2025-10-13,21,7,0.47,0.581
PU-AC0115-2025-10-20,AC0115,2025-10-20,19,7,0.747,0.553
PU-AC0115-2025-10-27,AC0115,2025-10-27,19,7,0.826,0.51
PU-AC0115-2025-11-03,AC0115,2025-11-03,20,7,0.6,0.82
PU-AC0115-2025-11-10,AC0115,2025-11-10,20,7,0.57,0.541
PU-AC0115-2025-11-17,AC0115,2025-11-17,19,8,0.73,0.422
PU-AC0115-2025-11-24,AC0115,2025-11-24,18,7,0.858,0.944
PU-AC0115-2025-12-01,AC0115,2025-12-01,18,7,0.78,0.774
PU-AC0115-2025-12-08,AC0115,2025-12-08,19,6,0.716,0.636
PU-AC0115-2025-12-15,AC0115,2025-12-15,18,6,0.568,0.641
PU-AC0115-2025-12-22,AC0115,2025-12-22,18,7,0.616,0.407
PU-AC0115-2025-12-29,AC0115,2025-12-29,18,6,0.863,0.633
PU-AC0115-2026-01-05,AC0115,2026-01-05,21,7,0.836,0.601
PU-AC0115-2026-01-12,AC0115,2026-01-12,22,6,0.595,0.61
PU-AC0115-2026-01-19,AC0115,2026-01-19,18,7,0.574,0.788
PU-AC0115-2026-01-26,AC0115,2026-01-26,20,6,0.728,0.636
PU-AC0115-2026-02-02,AC0115,2026-02-02,21,7,0.687,0.487
PU-AC0115-2026-02-09,AC0115,2026-02-09,19,8,0.692,0.574
PU-AC0115-2026-02-16,AC0115,2026-02-16,20,8,0.967,0.654
PU-AC0115-2026-02-23,AC0115,2026-02-23,19,7,0.777,0.553
PU-AC0115-2026-03-02,AC0115,2026-03-02,21,8,0.428,0.811
PU-AC0115-2026-03-09,AC0115,2026-03-09,19,7,0.807,0.679
PU-AC0115-2026-03-16,AC0115,2026-03-16,20,7,0.653,0.636
PU-AC0115-2026-03-23,AC0115,2026-03-23,21,8,0.746,0.755
PU-AC0115-2026-03-30,AC0115,2026-03-30,21,6,0.725,0.634
PU-AC0115-2026-04-06,AC0115,2026-04-06,19,7,0.616,0.444
PU-AC0115-2026-04-13,AC0115,2026-04-13,19,6,0.64,0.501
PU-AC0115-2026-04-20,AC0115,2026-04-20,18,7,0.589,0.644
PU-AC0115-2026-04-27,AC0115,2026-04-27,21,6,0.608,0.629
PU-AC0115-2026-05-04,AC0115,2026-05-04,20,7,0.72,0.68
PU-AC0115-2026-05-11,AC0115,2026-05-11,18,7,0.563,0.637
PU-AC0115-2026-05-18,AC0115,2026-05-18,20,6,0.648,0.803
PU-AC0115-2026-05-25,AC0115,2026-05-25,20,7,0.743,0.82
PU-AC0115-2026-06-01,AC0115,2026-06-01,21,7,0.701,0.482
PU-AC0115-2026-06-08,AC0115,2026-06-08,17,7,0.809,0.423
PU-AC0115-2026-06-15,AC0115,2026-06-15,19,6,0.813,0.744
PU-AC0115-2026-06-22,AC0115,2026-06-22,22,7,0.69,0.584
PU-AC0115-2026-06-29,AC0115,2026-06-29,21,8,0.95,0.935
PU-AC0115-2026-07-06,AC0115,2026-07-06,18,7,0.873,0.519
PU-AC0115-2026-07-13,AC0115,2026-07-13,18,7,0.573,0.576
PU-AC0115-2026-07-20,AC0115,2026-07-20,21,8,0.777,0.741
PU-AC0115-2026-07-27,AC0115,2026-07-27,20,6,0.685,0.657
PU-AC0115-2026-08-03,AC0115,2026-08-03,20,7,0.777,0.764
PU-AC0115-2026-08-10,AC0115,2026-08-10,20,8,0.834,0.518
PU-AC0115-2026-08-17,AC0115,2026-08-17,19,6,0.701,0.838
PU-AC0115-2026-08-24,AC0115,2026-08-24,19,6,0.704,0.831
PU-AC0116-2025-09-01,AC0116,2025-09-01,57,12,0.704,0.615
PU-AC0116-2025-09-08,AC0116,2025-09-08,56,16,0.58,0.631
PU-AC0116-2025-09-15,AC0116,2025-09-15,58,15,0.74,0.708
PU-AC0116-2025-09-22,AC0116,2025-09-22,61,16,0.635,0.65
PU-AC0116-2025-09-29,AC0116,2025-09-29,63,14,0.595,0.444
PU-AC0116-2025-10-06,AC0116,2025-10-06,58,13,0.85,0.87
PU-AC0116-2025-10-13,AC0116,2025-10-13,61,14,0.781,0.471
PU-AC0116-2025-10-20,AC0116,2025-10-20,60,15,0.631,0.691
PU-AC0116-2025-10-27,AC0116,2025-10-27,53,13,0.867,0.241
PU-AC0116-2025-11-03,AC0116,2025-11-03,57,16,0.7,0.611
PU-AC0116-2025-11-10,AC0116,2025-11-10,47,17,0.871,0.416
PU-AC0116-2025-11-17,AC0116,2025-11-17,60,16,0.585,0.519
PU-AC0116-2025-11-24,AC0116,2025-11-24,60,16,0.719,0.792
PU-AC0116-2025-12-01,AC0116,2025-12-01,60,15,0.635,0.718
PU-AC0116-2025-12-08,AC0116,2025-12-08,55,16,0.589,0.709
PU-AC0116-2025-12-15,AC0116,2025-12-15,63,12,0.804,0.56
PU-AC0116-2025-12-22,AC0116,2025-12-22,60,13,0.611,0.85
PU-AC0116-2025-12-29,AC0116,2025-12-29,61,16,0.961,0.519
PU-AC0116-2026-01-05,AC0116,2026-01-05,59,15,0.718,0.722
PU-AC0116-2026-01-12,AC0116,2026-01-12,53,15,0.659,0.702
PU-AC0116-2026-01-19,AC0116,2026-01-19,58,17,0.699,0.562
PU-AC0116-2026-01-26,AC0116,2026-01-26,56,14,0.659,0.445
PU-AC0116-2026-02-02,AC0116,2026-02-02,60,12,0.658,0.817
PU-AC0116-2026-02-09,AC0116,2026-02-09,61,15,1.0,0.698
PU-AC0116-2026-02-16,AC0116,2026-02-16,59,12,0.793,0.711
PU-AC0116-2026-02-23,AC0116,2026-02-23,57,14,0.707,0.47
PU-AC0116-2026-03-02,AC0116,2026-03-02,59,16,0.39,0.501
PU-AC0116-2026-03-09,AC0116,2026-03-09,59,16,0.906,0.876
PU-AC0116-2026-03-16,AC0116,2026-03-16,59,14,0.943,0.816
PU-AC0116-2026-03-23,AC0116,2026-03-23,60,13,0.343,0.611
PU-AC0116-2026-03-30,AC0116,2026-03-30,54,14,0.697,0.705
PU-AC0116-2026-04-06,AC0116,2026-04-06,54,15,0.776,0.409
PU-AC0116-2026-04-13,AC0116,2026-04-13,57,17,0.89,0.745
PU-AC0116-2026-04-20,AC0116,2026-04-20,49,16,0.763,0.717
PU-AC0116-2026-04-27,AC0116,2026-04-27,55,13,0.695,0.629
PU-AC0116-2026-05-04,AC0116,2026-05-04,57,13,0.817,0.71
PU-AC0116-2026-05-11,AC0116,2026-05-11,53,13,0.606,0.54
PU-AC0116-2026-05-18,AC0116,2026-05-18,56,15,0.782,0.772
PU-AC0116-2026-05-25,AC0116,2026-05-25,51,14,0.645,0.877
PU-AC0116-2026-06-01,AC0116,2026-06-01,54,16,0.652,0.516
PU-AC0116-2026-06-08,AC0116,2026-06-08,53,13,0.741,0.824
PU-AC0116-2026-06-15,AC0116,2026-06-15,55,16,0.604,0.578
PU-AC0116-2026-06-22,AC0116,2026-06-22,60,17,0.81,0.696
PU-AC0116-2026-06-29,AC0116,2026-06-29,54,14,0.699,0.743
PU-AC0116-2026-07-06,AC0116,2026-07-06,53,14,0.702,0.609
PU-AC0116-2026-07-13,AC0116,2026-07-13,57,14,0.849,0.565
PU-AC0116-2026-07-20,AC0116,2026-07-20,58,16,0.671,0.609
PU-AC0116-2026-07-27,AC0116,2026-07-27,56,16,0.646,0.584
PU-AC0116-2026-08-03,AC0116,2026-08-03,53,14,0.517,0.605
PU-AC0116-2026-08-10,AC0116,2026-08-10,60,17,0.83,0.706
PU-AC0116-2026-08-17,AC0116,2026-08-17,52,16,0.72,0.706
PU-AC0116-2026-08-24,AC0116,2026-08-24,57,13,0.868,0.415
PU-AC0117-2025-09-01,AC0117,2025-09-01,100,49,0.715,0.799
PU-AC0117-2025-09-08,AC0117,2025-09-08,97,45,0.77,0.628
PU-AC0117-2025-09-15,AC0117,2025-09-15,107,43,0.625,0.684
PU-AC0117-2025-09-22,AC0117,2025-09-22,99,49,0.843,0.657
PU-AC0117-2025-09-29,AC0117,2025-09-29,104,49,1.0,0.66
PU-AC0117-2025-10-06,AC0117,2025-10-06,116,44,0.675,0.517
PU-AC0117-2025-10-13,AC0117,2025-10-13,114,45,0.783,0.92
PU-AC0117-2025-10-20,AC0117,2025-10-20,107,49,0.611,0.353
PU-AC0117-2025-10-27,AC0117,2025-10-27,110,46,0.854,0.557
PU-AC0117-2025-11-03,AC0117,2025-11-03,106,48,0.88,0.53
PU-AC0117-2025-11-10,AC0117,2025-11-10,107,48,0.792,0.62
PU-AC0117-2025-11-17,AC0117,2025-11-17,97,50,0.883,0.509
PU-AC0117-2025-11-24,AC0117,2025-11-24,106,49,0.558,0.476
PU-AC0117-2025-12-01,AC0117,2025-12-01,112,52,0.688,0.804
PU-AC0117-2025-12-08,AC0117,2025-12-08,103,43,0.884,0.543
PU-AC0117-2025-12-15,AC0117,2025-12-15,116,56,0.822,0.578
PU-AC0117-2025-12-22,AC0117,2025-12-22,111,46,0.773,0.809
PU-AC0117-2025-12-29,AC0117,2025-12-29,105,52,0.743,0.348
PU-AC0117-2026-01-05,AC0117,2026-01-05,113,49,0.768,0.649
PU-AC0117-2026-01-12,AC0117,2026-01-12,109,47,0.694,0.545
PU-AC0117-2026-01-19,AC0117,2026-01-19,117,55,0.791,0.856
PU-AC0117-2026-01-26,AC0117,2026-01-26,112,45,0.481,0.712
PU-AC0117-2026-02-02,AC0117,2026-02-02,109,53,0.885,0.537
PU-AC0117-2026-02-09,AC0117,2026-02-09,108,44,0.648,0.449
PU-AC0117-2026-02-16,AC0117,2026-02-16,107,46,0.773,0.66
PU-AC0117-2026-02-23,AC0117,2026-02-23,103,51,0.58,0.751
PU-AC0117-2026-03-02,AC0117,2026-03-02,91,54,0.753,0.619
PU-AC0117-2026-03-09,AC0117,2026-03-09,104,51,0.795,0.502
PU-AC0117-2026-03-16,AC0117,2026-03-16,103,44,0.823,0.687
PU-AC0117-2026-03-23,AC0117,2026-03-23,106,54,0.72,0.846
PU-AC0117-2026-03-30,AC0117,2026-03-30,103,54,0.868,0.741
PU-AC0117-2026-04-06,AC0117,2026-04-06,113,47,0.734,0.941
PU-AC0117-2026-04-13,AC0117,2026-04-13,107,50,0.718,0.652
PU-AC0117-2026-04-20,AC0117,2026-04-20,103,53,0.755,0.751
PU-AC0117-2026-04-27,AC0117,2026-04-27,103,54,0.658,0.495
PU-AC0117-2026-05-04,AC0117,2026-05-04,98,53,0.639,0.622
PU-AC0117-2026-05-11,AC0117,2026-05-11,99,51,0.748,0.616
PU-AC0117-2026-05-18,AC0117,2026-05-18,103,52,0.66,0.393
PU-AC0117-2026-05-25,AC0117,2026-05-25,105,56,0.982,0.659
PU-AC0117-2026-06-01,AC0117,2026-06-01,113,53,0.73,0.702
PU-AC0117-2026-06-08,AC0117,2026-06-08,98,44,0.749,0.632
PU-AC0117-2026-06-15,AC0117,2026-06-15,99,49,0.678,0.949
PU-AC0117-2026-06-22,AC0117,2026-06-22,116,54,0.857,0.456
PU-AC0117-2026-06-29,AC0117,2026-06-29,106,47,0.652,0.431
PU-AC0117-2026-07-06,AC0117,2026-07-06,120,55,0.785,0.63
PU-AC0117-2026-07-13,AC0117,2026-07-13,111,43,0.707,0.827
PU-AC0117-2026-07-20,AC0117,2026-07-20,120,52,0.85,0.548
PU-AC0117-2026-07-27,AC0117,2026-07-27,109,47,0.692,0.47
PU-AC0117-2026-08-03,AC0117,2026-08-03,102,54,0.707,0.69
PU-AC0117-2026-08-10,AC0117,2026-08-10,109,55,0.935,0.856
PU-AC0117-2026-08-17,AC0117,2026-08-17,103,43,0.83,0.531
PU-AC0117-2026-08-24,AC0117,2026-08-24,111,49,0.8,0.571
PU-AC0118-2025-09-01,AC0118,2025-09-01,30,6,0.65,0.458
PU-AC0118-2025-09-08,AC0118,2025-09-08,27,5,0.517,0.545
PU-AC0118-2025-09-15,AC0118,2025-09-15,29,6,0.782,0.443
PU-AC0118-2025-09-22,AC0118,2025-09-22,29,5,0.801,0.884
PU-AC0118-2025-09-29,AC0118,2025-09-29,31,5,0.791,0.573
PU-AC0118-2025-10-06,AC0118,2025-10-06,29,5,0.707,0.532
PU-AC0118-2025-10-13,AC0118,2025-10-13,34,6,0.816,0.852
PU-AC0118-2025-10-20,AC0118,2025-10-20,31,5,0.705,0.773
PU-AC0118-2025-10-27,AC0118,2025-10-27,35,5,0.793,0.602
PU-AC0118-2025-11-03,AC0118,2025-11-03,34,6,0.628,0.915
PU-AC0118-2025-11-10,AC0118,2025-11-10,31,5,0.634,0.526
PU-AC0118-2025-11-17,AC0118,2025-11-17,35,5,0.547,0.578
PU-AC0118-2025-11-24,AC0118,2025-11-24,29,6,0.838,0.635
PU-AC0118-2025-12-01,AC0118,2025-12-01,31,6,0.976,0.739
PU-AC0118-2025-12-08,AC0118,2025-12-08,32,7,0.537,0.638
PU-AC0118-2025-12-15,AC0118,2025-12-15,29,5,0.699,0.602
PU-AC0118-2025-12-22,AC0118,2025-12-22,31,6,0.634,0.639
PU-AC0118-2025-12-29,AC0118,2025-12-29,31,6,0.765,0.651
PU-AC0118-2026-01-05,AC0118,2026-01-05,31,6,0.764,0.648
PU-AC0118-2026-01-12,AC0118,2026-01-12,30,6,0.541,0.687
PU-AC0118-2026-01-19,AC0118,2026-01-19,31,6,0.646,0.882
PU-AC0118-2026-01-26,AC0118,2026-01-26,30,5,0.703,0.674
PU-AC0118-2026-02-02,AC0118,2026-02-02,30,6,0.586,0.647
PU-AC0118-2026-02-09,AC0118,2026-02-09,31,5,0.462,0.9
PU-AC0118-2026-02-16,AC0118,2026-02-16,30,6,0.581,0.526
PU-AC0118-2026-02-23,AC0118,2026-02-23,32,6,0.684,0.602
PU-AC0118-2026-03-02,AC0118,2026-03-02,30,5,0.825,0.537
PU-AC0118-2026-03-09,AC0118,2026-03-09,32,6,0.733,0.747
PU-AC0118-2026-03-16,AC0118,2026-03-16,32,5,0.652,0.737
PU-AC0118-2026-03-23,AC0118,2026-03-23,30,5,0.695,0.555
PU-AC0118-2026-03-30,AC0118,2026-03-30,32,6,0.576,0.724
PU-AC0118-2026-04-06,AC0118,2026-04-06,31,5,0.63,0.584
PU-AC0118-2026-04-13,AC0118,2026-04-13,29,6,0.861,0.825
PU-AC0118-2026-04-20,AC0118,2026-04-20,31,6,0.698,0.836
PU-AC0118-2026-04-27,AC0118,2026-04-27,32,7,0.705,0.873
PU-AC0118-2026-05-04,AC0118,2026-05-04,29,6,0.751,0.649
PU-AC0118-2026-05-11,AC0118,2026-05-11,33,6,0.644,0.539
PU-AC0118-2026-05-18,AC0118,2026-05-18,33,5,0.914,0.208
PU-AC0118-2026-05-25,AC0118,2026-05-25,33,6,0.591,0.654
PU-AC0118-2026-06-01,AC0118,2026-06-01,29,6,0.598,0.634
PU-AC0118-2026-06-08,AC0118,2026-06-08,31,5,0.471,0.376
PU-AC0118-2026-06-15,AC0118,2026-06-15,32,6,0.906,0.686
PU-AC0118-2026-06-22,AC0118,2026-06-22,32,6,0.956,0.353
PU-AC0118-2026-06-29,AC0118,2026-06-29,33,6,0.747,0.796
PU-AC0118-2026-07-06,AC0118,2026-07-06,29,6,0.667,0.605
PU-AC0118-2026-07-13,AC0118,2026-07-13,31,5,0.66,0.606
PU-AC0118-2026-07-20,AC0118,2026-07-20,33,7,0.746,0.891
PU-AC0118-2026-07-27,AC0118,2026-07-27,29,6,0.773,0.698
PU-AC0118-2026-08-03,AC0118,2026-08-03,31,5,0.728,0.55
PU-AC0118-2026-08-10,AC0118,2026-08-10,29,6,0.888,0.601
PU-AC0118-2026-08-17,AC0118,2026-08-17,30,6,0.687,0.648
PU-AC0118-2026-08-24,AC0118,2026-08-24,33,6,0.781,0.71
PU-AC0119-2025-09-01,AC0119,2025-09-01,18,9,0.747,0.379
PU-AC0119-2025-09-08,AC0119,2025-09-08,18,9,0.836,0.638
PU-AC0119-2025-09-15,AC0119,2025-09-15,18,7,0.805,0.535
PU-AC0119-2025-09-22,AC0119,2025-09-22,21,10,0.815,0.638
PU-AC0119-2025-09-29,AC0119,2025-09-29,19,8,0.834,0.629
PU-AC0119-2025-10-06,AC0119,2025-10-06,20,9,0.576,0.664
PU-AC0119-2025-10-13,AC0119,2025-10-13,18,10,0.65,0.823
PU-AC0119-2025-10-20,AC0119,2025-10-20,18,9,0.705,0.695
PU-AC0119-2025-10-27,AC0119,2025-10-27,18,8,0.943,0.63
PU-AC0119-2025-11-03,AC0119,2025-11-03,17,9,0.531,0.898
PU-AC0119-2025-11-10,AC0119,2025-11-10,17,9,0.732,0.582
PU-AC0119-2025-11-17,AC0119,2025-11-17,18,10,0.615,0.95
PU-AC0119-2025-11-24,AC0119,2025-11-24,19,9,0.715,0.615
PU-AC0119-2025-12-01,AC0119,2025-12-01,17,9,0.51,0.548
PU-AC0119-2025-12-08,AC0119,2025-12-08,18,9,0.537,0.728
PU-AC0119-2025-12-15,AC0119,2025-12-15,19,10,0.634,0.75
PU-AC0119-2025-12-22,AC0119,2025-12-22,17,8,0.56,0.748
PU-AC0119-2025-12-29,AC0119,2025-12-29,17,7,0.815,0.712
PU-AC0119-2026-01-05,AC0119,2026-01-05,17,9,0.639,0.783
PU-AC0119-2026-01-12,AC0119,2026-01-12,20,8,0.991,0.637
PU-AC0119-2026-01-19,AC0119,2026-01-19,18,10,0.669,0.783
PU-AC0119-2026-01-26,AC0119,2026-01-26,17,8,0.72,0.563
PU-AC0119-2026-02-02,AC0119,2026-02-02,18,8,0.694,0.98
PU-AC0119-2026-02-09,AC0119,2026-02-09,17,7,0.745,0.692
PU-AC0119-2026-02-16,AC0119,2026-02-16,19,9,0.878,0.844
PU-AC0119-2026-02-23,AC0119,2026-02-23,17,10,0.559,0.802
PU-AC0119-2026-03-02,AC0119,2026-03-02,19,8,0.658,0.849
PU-AC0119-2026-03-09,AC0119,2026-03-09,18,8,0.656,0.635
PU-AC0119-2026-03-16,AC0119,2026-03-16,18,7,0.74,0.615
PU-AC0119-2026-03-23,AC0119,2026-03-23,19,8,0.783,0.968
PU-AC0119-2026-03-30,AC0119,2026-03-30,19,9,0.698,0.67
PU-AC0119-2026-04-06,AC0119,2026-04-06,17,7,0.758,0.614
PU-AC0119-2026-04-13,AC0119,2026-04-13,19,8,0.709,0.565
PU-AC0119-2026-04-20,AC0119,2026-04-20,17,8,0.792,0.832
PU-AC0119-2026-04-27,AC0119,2026-04-27,20,9,0.854,0.614
PU-AC0119-2026-05-04,AC0119,2026-05-04,19,9,0.936,0.635
PU-AC0119-2026-05-11,AC0119,2026-05-11,18,8,0.723,0.607
PU-AC0119-2026-05-18,AC0119,2026-05-18,18,9,0.697,0.776
PU-AC0119-2026-05-25,AC0119,2026-05-25,17,7,0.717,0.798
PU-AC0119-2026-06-01,AC0119,2026-06-01,18,10,0.842,0.704
PU-AC0119-2026-06-08,AC0119,2026-06-08,19,9,0.846,0.235
PU-AC0119-2026-06-15,AC0119,2026-06-15,19,8,0.738,0.414
PU-AC0119-2026-06-22,AC0119,2026-06-22,20,10,0.616,0.369
PU-AC0119-2026-06-29,AC0119,2026-06-29,20,9,0.792,0.604
PU-AC0119-2026-07-06,AC0119,2026-07-06,19,9,0.832,0.515
PU-AC0119-2026-07-13,AC0119,2026-07-13,17,9,0.771,0.809
PU-AC0119-2026-07-20,AC0119,2026-07-20,17,7,0.877,0.708
PU-AC0119-2026-07-27,AC0119,2026-07-27,16,9,0.646,0.709
PU-AC0119-2026-08-03,AC0119,2026-08-03,18,7,0.635,0.382
PU-AC0119-2026-08-10,AC0119,2026-08-10,19,8,0.513,0.796
PU-AC0119-2026-08-17,AC0119,2026-08-17,19,9,0.617,0.533
PU-AC0119-2026-08-24,AC0119,2026-08-24,17,7,0.873,0.654
PU-AC0120-2025-09-01,AC0120,2025-09-01,45,16,0.583,0.674
PU-AC0120-2025-09-08,AC0120,2025-09-08,48,18,0.706,0.658
PU-AC0120-2025-09-15,AC0120,2025-09-15,47,20,0.699,0.698
PU-AC0120-2025-09-22,AC0120,2025-09-22,44,19,0.839,0.741
PU-AC0120-2025-09-29,AC0120,2025-09-29,48,21,0.771,0.761
PU-AC0120-2025-10-06,AC0120,2025-10-06,46,20,0.685,0.527
PU-AC0120-2025-10-13,AC0120,2025-10-13,49,16,0.736,0.784
PU-AC0120-2025-10-20,AC0120,2025-10-20,44,17,0.707,0.841
PU-AC0120-2025-10-27,AC0120,2025-10-27,45,20,0.774,0.558
PU-AC0120-2025-11-03,AC0120,2025-11-03,48,21,0.734,0.7
PU-AC0120-2025-11-10,AC0120,2025-11-10,47,20,0.898,0.642
PU-AC0120-2025-11-17,AC0120,2025-11-17,45,20,0.604,0.705
PU-AC0120-2025-11-24,AC0120,2025-11-24,49,17,0.624,0.443
PU-AC0120-2025-12-01,AC0120,2025-12-01,45,19,0.625,0.46
PU-AC0120-2025-12-08,AC0120,2025-12-08,47,18,0.679,0.619
PU-AC0120-2025-12-15,AC0120,2025-12-15,46,22,0.626,0.743
PU-AC0120-2025-12-22,AC0120,2025-12-22,43,17,0.843,0.888
PU-AC0120-2025-12-29,AC0120,2025-12-29,43,17,0.983,0.98
PU-AC0120-2026-01-05,AC0120,2026-01-05,43,16,0.801,0.516
PU-AC0120-2026-01-12,AC0120,2026-01-12,42,20,0.645,0.678
PU-AC0120-2026-01-19,AC0120,2026-01-19,46,20,0.554,0.695
PU-AC0120-2026-01-26,AC0120,2026-01-26,48,16,0.833,0.709
PU-AC0120-2026-02-02,AC0120,2026-02-02,48,16,0.723,0.571
PU-AC0120-2026-02-09,AC0120,2026-02-09,49,20,0.588,0.783
PU-AC0120-2026-02-16,AC0120,2026-02-16,45,20,0.611,0.705
PU-AC0120-2026-02-23,AC0120,2026-02-23,47,22,0.481,0.729
PU-AC0120-2026-03-02,AC0120,2026-03-02,45,17,0.779,0.483
PU-AC0120-2026-03-09,AC0120,2026-03-09,46,19,0.527,0.465
PU-AC0120-2026-03-16,AC0120,2026-03-16,43,18,0.773,0.692
PU-AC0120-2026-03-23,AC0120,2026-03-23,48,16,0.612,0.644
