deal_id,account_id,owner_agent_id,created_at,closed_at,stage,amount,segment,loss_reason,source,handover_complete,special_requirements_issue
DL00849,AC0129,A039,2026-08-23,2026-10-24,Closed Won,58000,Mid-Market,,Paid Search,True,
DL00850,AC0051,A053,2026-06-25,,Qualified,44000,Mid-Market,,Inbound,,
DL00851,AC0112,A040,2026-07-16,,Qualified,129000,Enterprise,,Referral,,
DL00852,AC0053,A041,2026-07-08,2026-09-19,Closed Won,24000,SMB,,Referral,True,
DL00853,AC0050,A039,2025-11-10,2025-12-19,Closed Lost,54000,Mid-Market,Timing,Inbound,,
DL00854,AC0035,A053,2026-06-22,2026-08-22,Closed Lost,54000,Mid-Market,Missing Feature,Partner,,
DL00855,AC0112,A045,2025-12-19,2026-02-17,Closed Lost,49000,Mid-Market,No Decision,Partner,,
DL00856,AC0112,A050,2025-11-09,,Negotiation,11000,SMB,,Inbound,,
DL00857,AC0038,A053,2026-08-08,,Qualified,27000,Mid-Market,,Paid Search,,
DL00858,AC0129,A048,2026-03-07,,Proposal,33000,Mid-Market,,Paid Search,,
DL00859,AC0017,A044,2025-09-15,2025-11-24,Closed Lost,21000,SMB,Unqualified,Paid Search,,
DL00860,AC0129,A049,2026-07-06,,Qualified,34000,Mid-Market,,Outbound,,
DL00861,AC0055,A055,2026-05-16,2026-08-08,Closed Lost,60000,Mid-Market,No Decision,Outbound,,
DL00862,AC0035,A052,2026-05-17,2026-06-14,Closed Lost,52000,Mid-Market,Competitor,Referral,,
DL00863,AC0054,A044,2026-07-10,2026-09-21,Closed Lost,11000,SMB,Price,Outbound,,
DL00864,AC0074,A051,2025-09-17,2025-10-05,Closed Lost,11000,SMB,Competitor,Outbound,,
DL00865,AC0096,A048,2025-11-01,2025-12-17,Closed Won,150000,Enterprise,,Inbound,True,
DL00866,AC0098,A053,2026-05-02,2026-07-12,Closed Won,67000,Enterprise,,Partner,True,
DL00867,AC0137,A050,2025-09-18,2025-11-21,Closed Won,27000,Mid-Market,,Referral,True,
DL00868,AC0034,A053,2026-06-15,2026-07-23,Closed Lost,18000,SMB,No Decision,Partner,,
DL00869,AC0013,A040,2026-06-26,2026-07-21,Closed Lost,55000,Mid-Market,Price,Partner,,
DL00870,AC0087,A051,2025-10-31,2026-01-06,Closed Won,24000,SMB,,Paid Search,True,
DL00871,AC0100,A052,2026-06-22,,Qualified,53000,Mid-Market,,Referral,,
DL00872,AC0085,A043,2026-05-16,2026-07-28,Closed Lost,19000,SMB,Unqualified,Referral,,
DL00873,AC0053,A043,2026-04-19,2026-06-02,Closed Won,20000,SMB,,Partner,True,
DL00874,AC0136,A041,2026-04-02,2026-05-15,Closed Lost,16000,SMB,Competitor,Paid Search,,
DL00875,AC0064,A046,2026-06-04,2026-06-22,Closed Lost,147000,Enterprise,No Decision,Referral,,
DL00876,AC0056,A043,2025-10-14,,Discovery,15000,SMB,,Inbound,,
DL00877,AC0007,A039,2025-09-13,2025-10-31,Closed Lost,80000,Enterprise,Missing Feature,Outbound,,
DL00878,AC0079,A050,2026-03-01,,Qualified,34000,Mid-Market,,Inbound,,
DL00879,AC0016,A048,2025-10-14,2025-11-25,Closed Lost,23000,SMB,Price,Paid Search,,
DL00880,AC0088,A042,2026-04-06,2026-06-11,Closed Lost,23000,SMB,Missing Feature,Partner,,
DL00881,AC0120,A051,2026-07-25,,Proposal,31000,Mid-Market,,Paid Search,,
DL00882,AC0036,A041,2026-05-17,2026-06-17,Closed Won,47000,Mid-Market,,Paid Search,True,
DL00883,AC0096,A046,2025-11-16,2025-12-16,Closed Won,22000,SMB,,Paid Search,True,
DL00884,AC0086,A052,2026-01-13,2026-02-05,Closed Won,21000,SMB,,Inbound,True,
DL00885,AC0120,A039,2025-09-19,2025-10-30,Closed Lost,20000,SMB,Timing,Partner,,
DL00886,AC0094,A054,2026-05-05,2026-06-23,Closed Won,167000,Enterprise,,Inbound,True,
DL00887,AC0139,A052,2026-02-21,,Discovery,151000,Enterprise,,Inbound,,
DL00888,AC0126,A042,2025-11-06,2026-01-17,Closed Won,83000,Enterprise,,Partner,True,
DL00889,AC0115,A042,2026-08-20,,Negotiation,13000,SMB,,Partner,,
DL00890,AC0102,A048,2025-12-13,2026-01-23,Closed Lost,8000,SMB,Unqualified,Referral,,
DL00891,AC0048,A039,2025-12-13,2026-01-27,Closed Lost,53000,Mid-Market,Timing,Referral,,
DL00892,AC0107,A055,2026-01-26,2026-03-05,Closed Won,85000,Enterprise,,Partner,True,
DL00893,AC0031,A056,2025-09-26,,Discovery,19000,SMB,,Paid Search,,
DL00894,AC0096,A044,2025-12-18,2026-02-11,Closed Lost,14000,SMB,Unqualified,Outbound,,
DL00895,AC0050,A056,2026-01-10,2026-03-04,Closed Lost,44000,Mid-Market,Timing,Partner,,
DL00896,AC0065,A045,2026-04-13,,Discovery,48000,Mid-Market,,Paid Search,,
DL00897,AC0040,A051,2026-03-16,2026-05-13,Closed Lost,154000,Enterprise,Unqualified,Partner,,
DL00898,AC0148,A041,2026-08-01,2026-08-19,Closed Won,28000,Mid-Market,,Partner,True,
DL00899,AC0137,A051,2025-09-16,2025-10-28,Closed Won,100000,Enterprise,,Outbound,True,
DL00900,AC0026,A043,2026-05-26,2026-07-30,Closed Lost,24000,SMB,Unqualified,Referral,,
DL00901,AC0098,A042,2025-12-18,2026-03-01,Closed Won,80000,Enterprise,,Outbound,True,
DL00902,AC0053,A049,2026-03-13,2026-05-18,Closed Lost,49000,Mid-Market,Missing Feature,Inbound,,
DL00903,AC0018,A040,2026-03-12,,Negotiation,65000,Enterprise,,Partner,,
DL00904,AC0129,A044,2025-10-17,,Qualified,28000,Mid-Market,,Outbound,,
DL00905,AC0091,A045,2026-02-03,,Qualified,13000,SMB,,Inbound,,
DL00906,AC0064,A050,2025-11-16,,Proposal,19000,SMB,,Partner,,
DL00907,AC0015,A046,2025-10-19,,Proposal,19000,SMB,,Outbound,,
DL00908,AC0054,A040,2026-07-05,2026-09-29,Closed Lost,43000,Mid-Market,Procurement,Referral,,
DL00909,AC0004,A053,2026-05-22,2026-06-17,Closed Won,15000,SMB,,Partner,True,
DL00910,AC0025,A053,2026-04-26,2026-07-15,Closed Lost,52000,Mid-Market,Timing,Inbound,,
DL00911,AC0115,A044,2026-02-02,2026-04-04,Closed Lost,8000,SMB,Price,Inbound,,
DL00912,AC0059,A040,2025-10-09,2025-11-29,Closed Won,13000,SMB,,Inbound,False,Free-text / field quality issue
DL00913,AC0070,A041,2026-04-16,,Proposal,45000,Mid-Market,,Outbound,,
DL00914,AC0087,A053,2026-01-26,2026-02-24,Closed Lost,39000,Mid-Market,Price,Outbound,,
DL00915,AC0060,A046,2026-08-09,2026-09-11,Closed Lost,32000,Mid-Market,Price,Partner,,
DL00916,AC0073,A043,2026-02-28,2026-05-07,Closed Won,137000,Enterprise,,Partner,True,
DL00917,AC0117,A056,2025-11-25,2025-12-23,Closed Won,52000,Mid-Market,,Partner,True,Formatting mismatch
DL00918,AC0079,A055,2026-01-28,2026-04-22,Closed Lost,21000,SMB,Price,Outbound,,
DL00919,AC0118,A045,2026-05-27,,Proposal,19000,SMB,,Partner,,
DL00920,AC0028,A042,2026-03-28,,Negotiation,21000,SMB,,Outbound,,
DL00921,AC0054,A054,2026-05-27,2026-07-27,Closed Lost,180000,Enterprise,No Decision,Partner,,
DL00922,AC0087,A053,2025-10-15,2025-12-02,Closed Lost,13000,SMB,No Decision,Referral,,
DL00923,AC0007,A042,2026-02-18,,Proposal,92000,Enterprise,,Outbound,,
DL00924,AC0054,A039,2026-04-14,,Discovery,24000,SMB,,Inbound,,
DL00925,AC0084,A046,2025-10-01,2025-12-06,Closed Lost,32000,Mid-Market,Procurement,Outbound,,
DL00926,AC0079,A046,2025-11-02,,Proposal,62000,Mid-Market,,Paid Search,,
DL00927,AC0148,A045,2026-08-17,,Discovery,27000,Mid-Market,,Partner,,
DL00928,AC0076,A044,2026-05-23,,Proposal,21000,SMB,,Referral,,
DL00929,AC0041,A047,2025-12-24,,Negotiation,63000,Mid-Market,,Inbound,,
DL00930,AC0142,A055,2025-10-13,,Qualified,27000,Mid-Market,,Referral,,
DL00931,AC0055,A040,2026-06-29,2026-09-03,Closed Lost,18000,SMB,Missing Feature,Referral,,
DL00932,AC0080,A054,2026-07-27,2026-08-14,Closed Won,55000,Mid-Market,,Partner,True,
DL00933,AC0039,A045,2026-04-05,,Proposal,174000,Enterprise,,Paid Search,,
DL00934,AC0049,A051,2026-03-13,,Discovery,64000,Mid-Market,,Referral,,
DL00935,AC0111,A044,2025-11-23,2026-01-09,Closed Lost,164000,Enterprise,Timing,Outbound,,
DL00936,AC0056,A050,2026-03-12,2026-04-23,Closed Lost,51000,Mid-Market,Missing Feature,Paid Search,,
DL00937,AC0117,A045,2025-09-01,2025-10-27,Closed Won,34000,Mid-Market,,Outbound,True,
DL00938,AC0142,A043,2026-08-17,2026-09-10,Closed Won,64000,Mid-Market,,Paid Search,False,Formatting mismatch
DL00939,AC0030,A045,2026-05-23,2026-07-23,Closed Won,20000,SMB,,Inbound,True,
DL00940,AC0124,A046,2026-05-12,,Negotiation,21000,SMB,,Referral,,
DL00941,AC0060,A056,2025-11-27,2025-12-12,Closed Lost,16000,SMB,Missing Feature,Outbound,,
DL00942,AC0120,A044,2025-09-11,2025-11-23,Closed Lost,22000,SMB,Unqualified,Partner,,
DL00943,AC0016,A048,2025-12-18,,Proposal,22000,SMB,,Outbound,,
DL00944,AC0002,A044,2026-08-14,2026-11-09,Closed Lost,8000,SMB,Price,Outbound,,
DL00945,AC0024,A039,2025-10-22,,Proposal,35000,Mid-Market,,Inbound,,
DL00946,AC0101,A053,2026-01-05,2026-02-25,Closed Lost,81000,Enterprise,Price,Inbound,,
DL00947,AC0106,A044,2026-08-21,,Proposal,102000,Enterprise,,Outbound,,
DL00948,AC0027,A050,2025-09-28,,Discovery,12000,SMB,,Outbound,,
DL00949,AC0121,A054,2026-03-07,,Discovery,24000,SMB,,Partner,,
DL00950,AC0083,A039,2026-01-11,2026-02-25,Closed Lost,23000,SMB,Price,Partner,,
DL00951,AC0089,A039,2026-03-08,,Discovery,53000,Mid-Market,,Paid Search,,
DL00952,AC0137,A043,2025-12-07,2026-01-12,Closed Lost,31000,Mid-Market,Price,Referral,,
DL00953,AC0095,A056,2026-02-20,,Discovery,123000,Enterprise,,Outbound,,
DL00954,AC0058,A045,2025-10-14,2026-01-03,Closed Lost,30000,Mid-Market,Price,Inbound,,
DL00955,AC0061,A048,2026-04-18,2026-06-17,Closed Lost,17000,SMB,Missing Feature,Partner,,
DL00956,AC0002,A043,2026-03-16,2026-04-18,Closed Lost,36000,Mid-Market,Price,Partner,,
DL00957,AC0081,A051,2026-07-14,2026-09-05,Closed Won,17000,SMB,,Partner,True,
DL00958,AC0031,A049,2026-02-26,,Discovery,146000,Enterprise,,Referral,,
DL00959,AC0100,A045,2026-08-03,2026-09-04,Closed Lost,18000,SMB,Procurement,Partner,,
DL00960,AC0090,A043,2026-01-15,,Qualified,154000,Enterprise,,Outbound,,
DL00961,AC0051,A042,2026-01-13,2026-03-21,Closed Lost,24000,SMB,Price,Referral,,
DL00962,AC0005,A039,2026-03-04,2026-05-01,Closed Won,40000,Mid-Market,,Outbound,True,
DL00963,AC0058,A048,2025-12-13,,Negotiation,63000,Mid-Market,,Partner,,
DL00964,AC0024,A056,2025-12-27,,Qualified,43000,Mid-Market,,Referral,,
DL00965,AC0065,A039,2026-03-11,2026-04-01,Closed Won,172000,Enterprise,,Inbound,True,
DL00966,AC0139,A052,2025-10-19,,Discovery,25000,SMB,,Paid Search,,
DL00967,AC0146,A050,2026-04-25,2026-07-08,Closed Lost,46000,Mid-Market,Price,Partner,,
DL00968,AC0137,A045,2026-04-08,2026-04-30,Closed Lost,13000,SMB,Procurement,Paid Search,,
DL00969,AC0138,A050,2026-08-08,2026-08-29,Closed Lost,132000,Enterprise,Missing Feature,Referral,True,
DL00970,AC0037,A045,2026-06-10,,Qualified,19000,SMB,,Paid Search,,
DL00971,AC0086,A041,2025-10-22,2025-12-29,Closed Lost,16000,SMB,Competitor,Inbound,,
DL00972,AC0034,A055,2026-03-09,2026-04-26,Closed Won,79000,Enterprise,,Inbound,True,
DL00973,AC0040,A042,2026-08-05,,Discovery,20000,SMB,,Outbound,,
DL00974,AC0148,A056,2025-12-17,,Negotiation,166000,Enterprise,,Inbound,,
DL00975,AC0127,A040,2025-09-01,,Proposal,28000,Mid-Market,,Outbound,,
DL00976,AC0124,A051,2026-01-12,,Discovery,177000,Enterprise,,Partner,,
DL00977,AC0082,A045,2026-03-20,2026-05-10,Closed Won,43000,Mid-Market,,Outbound,True,
DL00978,AC0149,A041,2026-06-04,,Proposal,15000,SMB,,Inbound,,
DL00979,AC0045,A054,2025-10-03,2025-11-20,Closed Lost,51000,Mid-Market,Unqualified,Referral,,
DL00980,AC0061,A056,2026-02-12,2026-03-20,Closed Won,34000,Mid-Market,,Referral,True,
DL00981,AC0083,A054,2025-11-01,2026-01-27,Closed Lost,17000,SMB,Missing Feature,Outbound,,
DL00982,AC0085,A055,2026-07-13,,Proposal,14000,SMB,,Paid Search,,
DL00983,AC0021,A039,2025-10-07,,Proposal,34000,Mid-Market,,Partner,,
DL00984,AC0124,A054,2026-04-26,2026-05-29,Closed Lost,38000,Mid-Market,Procurement,Outbound,,
DL00985,AC0007,A053,2026-03-13,,Proposal,19000,SMB,,Partner,,
DL00986,AC0121,A041,2026-01-16,,Proposal,184000,Enterprise,,Paid Search,,
DL00987,AC0062,A054,2026-06-29,2026-07-30,Closed Lost,176000,Enterprise,Missing Feature,Partner,,
DL00988,AC0095,A039,2025-11-10,2025-11-30,Closed Lost,9000,SMB,Unqualified,Outbound,,
DL00989,AC0096,A052,2025-09-26,2025-11-06,Closed Lost,58000,Mid-Market,No Decision,Referral,,
DL00990,AC0145,A045,2025-11-21,2026-02-02,Closed Lost,46000,Mid-Market,Price,Partner,,
DL00991,AC0035,A040,2026-06-02,2026-07-15,Closed Won,17000,SMB,,Partner,True,Formatting mismatch
DL00992,AC0020,A049,2026-07-26,,Qualified,12000,SMB,,Paid Search,,
DL00993,AC0147,A052,2026-03-06,2026-05-11,Closed Lost,64000,Mid-Market,Competitor,Inbound,,
DL00994,AC0130,A040,2025-12-18,,Proposal,17000,SMB,,Referral,,
DL00995,AC0012,A046,2025-11-20,2026-01-08,Closed Lost,63000,Mid-Market,No Decision,Outbound,,
DL00996,AC0052,A041,2026-04-06,,Proposal,36000,Mid-Market,,Outbound,,
DL00997,AC0141,A054,2026-07-20,2026-09-14,Closed Lost,176000,Enterprise,Timing,Inbound,,
DL00998,AC0117,A040,2025-11-13,2026-01-08,Closed Won,35000,Mid-Market,,Inbound,True,
DL00999,AC0117,A053,2026-03-04,,Proposal,130000,Enterprise,,Inbound,,
DL01000,AC0109,A042,2025-10-26,,Negotiation,17000,SMB,,Partner,,
DL01001,AC0144,A055,2025-12-05,2026-02-11,Closed Lost,56000,Mid-Market,Competitor,Referral,,
DL01002,AC0013,A039,2026-07-08,2026-09-04,Closed Won,29000,Mid-Market,,Paid Search,True,
DL01003,AC0113,A041,2026-08-05,,Negotiation,130000,Enterprise,,Partner,,
DL01004,AC0048,A051,2026-05-27,,Proposal,130000,Enterprise,,Outbound,,
DL01005,AC0111,A046,2026-02-22,2026-05-20,Closed Lost,61000,Mid-Market,Missing Feature,Inbound,,
DL01006,AC0091,A050,2026-03-24,2026-06-13,Closed Lost,22000,SMB,Price,Outbound,,
DL01007,AC0116,A045,2025-09-02,,Discovery,46000,Mid-Market,,Paid Search,,
DL01008,AC0006,A041,2025-09-11,2025-11-05,Closed Lost,29000,Mid-Market,Missing Feature,Partner,,
DL01009,AC0076,A055,2025-10-08,,Discovery,11000,SMB,,Inbound,,
DL01010,AC0121,A041,2026-05-14,2026-06-11,Closed Won,18000,SMB,,Partner,True,
DL01011,AC0006,A052,2026-07-16,2026-07-31,Closed Lost,93000,Enterprise,Price,Outbound,,
DL01012,AC0058,A046,2026-02-14,,Negotiation,23000,SMB,,Outbound,,
DL01013,AC0143,A039,2025-10-21,2025-12-15,Closed Won,176000,Enterprise,,Paid Search,True,
DL01014,AC0064,A052,2026-02-24,2026-04-27,Closed Won,33000,Mid-Market,,Outbound,False,Free-text / field quality issue
DL01015,AC0074,A050,2025-10-30,2025-12-09,Closed Lost,18000,SMB,Price,Referral,,
DL01016,AC0146,A048,2025-09-09,2025-11-22,Closed Won,12000,SMB,,Paid Search,True,
DL01017,AC0115,A056,2026-06-01,,Discovery,45000,Mid-Market,,Partner,,
DL01018,AC0044,A053,2026-05-19,,Negotiation,57000,Mid-Market,,Outbound,,
DL01019,AC0009,A055,2025-10-25,2026-01-14,Closed Lost,37000,Mid-Market,No Decision,Outbound,,
DL01020,AC0022,A047,2026-01-25,2026-03-23,Closed Won,53000,Mid-Market,,Referral,True,
DL01021,AC0140,A056,2026-03-15,2026-04-07,Closed Won,38000,Mid-Market,,Referral,True,
DL01022,AC0068,A050,2026-07-27,,Proposal,8000,SMB,,Inbound,,
DL01023,AC0036,A045,2026-02-14,2026-04-01,Closed Won,21000,SMB,,Outbound,True,
DL01024,AC0148,A046,2026-06-01,2026-07-24,Closed Lost,29000,Mid-Market,Unqualified,Paid Search,,
DL01025,AC0020,A054,2026-05-26,,Qualified,20000,SMB,,Partner,,
DL01026,AC0094,A055,2026-01-02,2026-02-27,Closed Won,24000,SMB,,Paid Search,True,
DL01027,AC0125,A051,2025-11-28,,Proposal,56000,Mid-Market,,Referral,,
DL01028,AC0052,A053,2026-08-16,2026-11-10,Closed Lost,17000,SMB,Missing Feature,Inbound,,
DL01029,AC0016,A049,2026-04-26,,Proposal,12000,SMB,,Inbound,,
DL01030,AC0060,A049,2026-03-19,2026-05-03,Closed Won,60000,Mid-Market,,Paid Search,True,
DL01031,AC0059,A046,2026-06-01,2026-07-16,Closed Lost,21000,SMB,Missing Feature,Partner,,
DL01032,AC0072,A051,2026-03-10,2026-04-15,Closed Won,14000,SMB,,Inbound,True,
DL01033,AC0010,A049,2026-06-08,,Negotiation,12000,SMB,,Inbound,,
DL01034,AC0044,A046,2025-09-01,,Negotiation,97000,Enterprise,,Paid Search,,
DL01035,AC0042,A044,2026-02-05,2026-04-23,Closed Lost,20000,SMB,Competitor,Referral,,
DL01036,AC0124,A052,2026-04-26,,Negotiation,48000,Mid-Market,,Referral,,
DL01037,AC0033,A055,2026-02-08,2026-03-16,Closed Lost,76000,Enterprise,Missing Feature,Partner,,
DL01038,AC0022,A053,2026-01-21,2026-03-31,Closed Won,21000,SMB,,Paid Search,True,
DL01039,AC0134,A045,2026-07-30,2026-08-20,Closed Won,14000,SMB,,Partner,True,
DL01040,AC0063,A053,2026-04-13,,Qualified,24000,SMB,,Outbound,,
DL01041,AC0049,A047,2025-09-11,2025-09-29,Closed Won,21000,SMB,,Partner,True,
DL01042,AC0048,A052,2025-11-02,2025-12-04,Closed Won,158000,Enterprise,,Inbound,True,
DL01043,AC0068,A047,2026-06-09,,Proposal,61000,Mid-Market,,Outbound,,
DL01044,AC0036,A047,2026-05-01,2026-07-29,Closed Lost,8000,SMB,No Decision,Referral,,
DL01045,AC0095,A046,2025-12-27,2026-01-18,Closed Won,58000,Mid-Market,,Referral,True,
DL01046,AC0093,A049,2026-01-16,2026-04-11,Closed Lost,132000,Enterprise,Timing,Outbound,,
DL01047,AC0130,A052,2025-12-18,2026-01-18,Closed Lost,17000,SMB,Timing,Paid Search,,
DL01048,AC0060,A041,2025-10-31,2025-12-25,Closed Lost,25000,SMB,Missing Feature,Inbound,,
DL01049,AC0060,A051,2025-10-28,2025-11-28,Closed Lost,47000,Mid-Market,Procurement,Partner,,
DL01050,AC0039,A053,2026-06-03,,Qualified,52000,Mid-Market,,Partner,,
DL01051,AC0070,A052,2025-10-18,,Negotiation,121000,Enterprise,,Inbound,,
DL01052,AC0139,A051,2026-01-26,2026-03-17,Closed Lost,160000,Enterprise,Missing Feature,Outbound,,
DL01053,AC0010,A039,2026-08-17,,Discovery,78000,Enterprise,,Partner,,
DL01054,AC0059,A055,2025-09-29,2025-11-13,Closed Lost,22000,SMB,Missing Feature,Paid Search,,
DL01055,AC0141,A048,2026-06-09,,Discovery,53000,Mid-Market,,Inbound,,
DL01056,AC0020,A049,2026-03-30,2026-04-22,Closed Lost,162000,Enterprise,Missing Feature,Paid Search,,
DL01057,AC0081,A047,2026-05-11,,Discovery,59000,Mid-Market,,Partner,,
DL01058,AC0076,A045,2026-05-29,2026-07-01,Closed Lost,153000,Enterprise,Timing,Referral,,
DL01059,AC0070,A040,2026-03-26,2026-04-12,Closed Lost,21000,SMB,Missing Feature,Inbound,,
DL01060,AC0018,A047,2025-09-13,2025-11-10,Closed Lost,28000,Mid-Market,Missing Feature,Outbound,,
DL01061,AC0146,A056,2025-11-30,,Negotiation,8000,SMB,,Outbound,,
DL01062,AC0048,A043,2026-08-19,,Discovery,13000,SMB,,Paid Search,,
DL01063,AC0018,A056,2025-12-18,2026-02-11,Closed Won,21000,SMB,,Inbound,True,
DL01064,AC0074,A052,2026-07-29,2026-08-17,Closed Won,17000,SMB,,Partner,True,
DL01065,AC0021,A045,2025-11-16,,Qualified,54000,Mid-Market,,Paid Search,,
DL01066,AC0058,A040,2026-04-14,2026-06-15,Closed Lost,9000,SMB,No Decision,Paid Search,,
DL01067,AC0134,A040,2026-02-25,,Proposal,12000,SMB,,Outbound,,
DL01068,AC0139,A045,2025-10-01,2025-12-07,Closed Won,66000,Enterprise,,Referral,True,
DL01069,AC0080,A048,2025-11-30,2025-12-18,Closed Won,35000,Mid-Market,,Partner,True,Missing structured value
DL01070,AC0012,A056,2025-09-26,,Qualified,8000,SMB,,Outbound,,
DL01071,AC0064,A053,2025-11-17,,Proposal,47000,Mid-Market,,Paid Search,,
DL01072,AC0106,A055,2026-06-20,,Proposal,20000,SMB,,Partner,,
DL01073,AC0079,A045,2026-05-16,,Qualified,64000,Mid-Market,,Outbound,,
DL01074,AC0018,A055,2026-08-01,2026-08-23,Closed Lost,133000,Enterprise,No Decision,Outbound,,
DL01075,AC0113,A039,2026-03-23,,Proposal,15000,SMB,,Paid Search,,
DL01076,AC0073,A043,2026-06-24,,Negotiation,8000,SMB,,Outbound,,
DL01077,AC0129,A053,2026-05-18,2026-06-12,Closed Won,143000,Enterprise,,Partner,True,
DL01078,AC0149,A051,2026-05-06,2026-07-05,Closed Lost,26000,Mid-Market,No Decision,Partner,,
DL01079,AC0025,A046,2025-11-12,2025-12-14,Closed Won,9000,SMB,,Partner,False,Free-text / field quality issue
DL01080,AC0011,A056,2026-06-17,,Discovery,22000,SMB,,Paid Search,,
DL01081,AC0133,A044,2026-06-27,2026-07-29,Closed Won,157000,Enterprise,,Outbound,True,
DL01082,AC0141,A055,2026-04-10,,Proposal,46000,Mid-Market,,Inbound,,
DL01083,AC0039,A048,2026-04-16,2026-06-08,Closed Won,15000,SMB,,Referral,True,
DL01084,AC0001,A054,2026-02-05,2026-03-23,Closed Lost,48000,Mid-Market,No Decision,Partner,,
DL01085,AC0085,A040,2025-10-27,2025-11-18,Closed Won,59000,Mid-Market,,Outbound,True,
DL01086,AC0040,A055,2026-07-17,2026-08-18,Closed Won,28000,Mid-Market,,Paid Search,True,
DL01087,AC0096,A044,2026-07-07,2026-08-29,Closed Won,35000,Mid-Market,,Partner,True,
DL01088,AC0096,A050,2025-11-21,,Proposal,13000,SMB,,Partner,,
DL01089,AC0112,A044,2026-02-11,2026-05-05,Closed Lost,14000,SMB,Price,Referral,,
DL01090,AC0063,A052,2026-08-22,,Proposal,36000,Mid-Market,,Outbound,,
DL01091,AC0039,A039,2025-12-09,2026-01-15,Closed Won,20000,SMB,,Referral,True,
DL01092,AC0097,A043,2026-06-25,2026-08-24,Closed Won,74000,Enterprise,,Inbound,True,
DL01093,AC0035,A056,2026-05-30,,Qualified,19000,SMB,,Outbound,,
DL01094,AC0122,A039,2026-04-10,,Proposal,19000,SMB,,Referral,,
DL01095,AC0009,A046,2025-12-30,2026-01-21,Closed Lost,116000,Enterprise,No Decision,Inbound,,
DL01096,AC0099,A049,2025-09-08,2025-10-21,Closed Won,159000,Enterprise,,Paid Search,True,
DL01097,AC0087,A039,2026-01-24,,Discovery,63000,Mid-Market,,Referral,,
DL01098,AC0141,A040,2026-06-12,2026-07-07,Closed Lost,184000,Enterprise,Price,Outbound,,
DL01099,AC0026,A040,2025-09-09,2025-10-22,Closed Won,139000,Enterprise,,Outbound,True,
DL01100,AC0011,A055,2026-03-29,,Negotiation,187000,Enterprise,,Partner,,
DL01101,AC0132,A056,2026-07-09,2026-08-13,Closed Lost,9000,SMB,No Decision,Outbound,,
DL01102,AC0036,A052,2025-11-03,2025-12-17,Closed Won,126000,Enterprise,,Inbound,True,
DL01103,AC0139,A052,2026-04-08,2026-05-28,Closed Won,13000,SMB,,Referral,True,
DL01104,AC0009,A054,2026-03-17,2026-05-11,Closed Lost,50000,Mid-Market,Missing Feature,Paid Search,,
DL01105,AC0119,A043,2026-03-23,2026-04-12,Closed Lost,47000,Mid-Market,Missing Feature,Outbound,,
DL01106,AC0037,A050,2026-04-18,2026-05-31,Closed Lost,74000,Enterprise,Competitor,Referral,,
DL01107,AC0077,A049,2026-05-22,2026-06-12,Closed Won,183000,Enterprise,,Outbound,True,
DL01108,AC0063,A041,2026-06-16,,Discovery,49000,Mid-Market,,Partner,,
DL01109,AC0047,A055,2025-12-09,2026-02-03,Closed Lost,93000,Enterprise,Missing Feature,Paid Search,,
DL01110,AC0025,A046,2025-09-15,,Negotiation,32000,Mid-Market,,Partner,,
DL01111,AC0108,A042,2025-09-23,2025-11-09,Closed Won,21000,SMB,,Paid Search,True,
DL01112,AC0141,A054,2026-01-09,,Negotiation,13000,SMB,,Partner,,
DL01113,AC0026,A040,2025-10-02,2025-10-31,Closed Lost,29000,Mid-Market,Competitor,Referral,,
DL01114,AC0128,A040,2025-09-21,2025-11-10,Closed Lost,25000,SMB,Timing,Referral,,
DL01115,AC0116,A049,2026-02-11,2026-04-17,Closed Lost,38000,Mid-Market,Competitor,Referral,,
DL01116,AC0043,A046,2025-09-14,2025-10-29,Closed Lost,129000,Enterprise,Price,Outbound,,
DL01117,AC0015,A053,2026-07-22,2026-10-10,Closed Lost,63000,Mid-Market,Price,Referral,,
DL01118,AC0145,A055,2026-03-08,2026-04-26,Closed Won,11000,SMB,,Partner,True,
DL01119,AC0051,A051,2026-08-03,,Negotiation,33000,Mid-Market,,Outbound,,
DL01120,AC0012,A053,2025-10-12,2025-11-13,Closed Won,14000,SMB,,Paid Search,True,Missing structured value
DL01121,AC0037,A040,2026-01-14,,Negotiation,9000,SMB,,Outbound,,
DL01122,AC0099,A054,2026-02-26,2026-03-22,Closed Won,9000,SMB,,Referral,True,
DL01123,AC0139,A039,2025-09-24,2025-10-27,Closed Won,23000,SMB,,Paid Search,False,Free-text / field quality issue
DL01124,AC0062,A054,2025-09-24,2025-11-28,Closed Won,24000,SMB,,Outbound,True,
DL01125,AC0111,A054,2026-02-17,,Qualified,82000,Enterprise,,Partner,,
DL01126,AC0069,A050,2026-04-06,2026-05-05,Closed Won,22000,SMB,,Paid Search,True,Missing structured value
DL01127,AC0083,A039,2025-10-13,2025-12-01,Closed Won,24000,SMB,,Outbound,True,
DL01128,AC0098,A047,2026-01-12,2026-02-05,Closed Won,32000,Mid-Market,,Inbound,True,
DL01129,AC0006,A049,2026-05-14,,Proposal,23000,SMB,,Paid Search,,
DL01130,AC0114,A054,2025-10-06,,Negotiation,67000,Enterprise,,Partner,,
DL01131,AC0045,A043,2025-12-21,2026-02-02,Closed Lost,9000,SMB,No Decision,Referral,,
