lead_id,created_date,lead_source,industry,region,company_size,rep_id,status,qualified_date,demo_date,opportunity_date,closed_date,potential_arr_eur,loss_reason
VAI-00719,2025-05-15,Events,Travel,Southern Europe,201-500,AE01,Unqualified,,,,,,
VAI-00720,2025-09-14,Paid Search,Media,Nordics,51-200,AE03,Closed Won,2025-09-18,2025-09-25,2025-10-06,2025-11-19,11500.0,
VAI-00721,2025-05-14,Organic Search,E-commerce,Nordics,51-200,AE04,Closed Lost,2025-05-24,2025-05-28,2025-06-05,2025-06-13,14000.0,Missing feature
VAI-00722,2025-02-12,Events,Media,UK & Ireland,51-200,AE03,Closed Lost,2025-02-19,2025-02-25,2025-03-01,2025-03-21,14000.0,Price
VAI-00723,2025-03-14,Outbound,Fintech,UK & Ireland,51-200,AE07,Closed Lost,2025-03-21,2025-03-25,2025-03-31,2025-04-21,15500.0,No decision
VAI-00724,2025-05-20,Referral,Fintech,DACH,1-50,AE04,Closed Won,2025-05-22,2025-05-27,2025-06-02,2025-06-26,4500.0,
VAI-00725,2025-12-12,Events,Media,UK & Ireland,201-500,AE01,Unqualified,,,,,,
VAI-00726,2025-02-04,Outbound,HR Tech,UK & Ireland,51-200,AE06,Unqualified,,,,,,
VAI-00727,2025-06-22,Events,HR Tech,DACH,501-1000,AE04,Closed Won,2025-06-23,2025-06-25,2025-07-02,2025-07-10,47500.0,
VAI-00728,2025-04-23,Partners,Media,DACH,501-1000,AE06,Closed Won,2025-04-25,2025-05-02,2025-05-04,2025-06-02,54500.0,
VAI-00729,2025-07-06,Partners,Media,CEE,1-50,AE02,Qualified,2025-07-11,,,,,
VAI-00730,2025-11-26,Partners,Travel,CEE,501-1000,AE04,Unqualified,,,,,,
VAI-00731,2025-01-25,Organic Search,Professional Services,Nordics,51-200,AE04,Closed Won,2025-01-27,2025-02-03,2025-02-15,2025-02-27,11000.0,
VAI-00732,2025-05-29,Outbound,Travel,DACH,1-50,AE04,Unqualified,,,,,,
VAI-00733,2025-02-02,Outbound,Media,CEE,501-1000,AE02,Demo Completed,2025-02-10,2025-02-16,,,,
VAI-00734,2025-11-18,Outbound,Professional Services,DACH,201-500,AE01,Closed Won,2025-12-01,2025-12-03,2025-12-08,2025-12-20,32500.0,
VAI-00735,2025-03-30,LinkedIn,E-commerce,Nordics,51-200,AE04,Unqualified,,,,,,
VAI-00736,2025-12-05,Outbound,SaaS,Nordics,501-1000,AE03,Unqualified,,,,,,
VAI-00737,2025-10-10,Outbound,Travel,UK & Ireland,201-500,AE02,Unqualified,,,,,,
VAI-00738,2025-04-28,Referral,HR Tech,DACH,201-500,AE07,Unqualified,,,,,,
VAI-00739,2025-12-27,Outbound,SaaS,DACH,501-1000,AE02,Unqualified,,,,,,
VAI-00740,2025-08-15,Outbound,Fintech,UK & Ireland,1-50,AE07,Unqualified,,,,,,
VAI-00741,2025-11-27,Events,SaaS,Southern Europe,1-50,AE08,Unqualified,,,,,,
VAI-00742,2025-05-31,Partners,Fintech,Nordics,1-50,AE02,Demo Completed,2025-06-11,2025-06-13,,,,
VAI-00743,2025-08-01,Outbound,HR Tech,UK & Ireland,201-500,AE04,Unqualified,,,,,,
VAI-00744,2025-07-05,Partners,HR Tech,UK & Ireland,51-200,AE08,Closed Lost,2025-07-07,2025-07-09,2025-07-16,2025-08-25,12500.0,No decision
VAI-00745,2025-04-09,Referral,Healthcare,Southern Europe,201-500,AE04,Closed Lost,2025-04-14,2025-04-23,2025-05-08,2025-05-23,36500.0,Missing feature
VAI-00746,2025-11-30,Organic Search,Fintech,UK & Ireland,51-200,AE02,Qualified,2025-12-04,,,,,
VAI-00747,2025-06-09,Referral,Travel,UK & Ireland,201-500,AE05,Qualified,2025-06-11,,,,,
VAI-00748,2025-05-26,LinkedIn,SaaS,Nordics,1-50,AE04,Unqualified,,,,,,
VAI-00749,2025-09-20,Partners,Media,UK & Ireland,501-1000,AE02,Qualified,2025-09-22,,,,,
VAI-00750,2025-08-26,Referral,HR Tech,Nordics,1000+,AE06,Unqualified,,,,,,
VAI-00751,2025-02-01,Outbound,E-commerce,CEE,51-200,AE05,Unqualified,,,,,,
VAI-00752,2025-04-16,Outbound,Fintech,UK & Ireland,201-500,AE08,Unqualified,,,,,,
VAI-00753,2025-06-01,LinkedIn,Fintech,DACH,501-1000,AE01,Unqualified,,,,,,
VAI-00754,2025-11-12,Paid Search,Fintech,UK & Ireland,1-50,AE03,Qualified,2025-11-15,,,,,
VAI-00755,2025-11-16,Outbound,Travel,Benelux,1-50,AE04,Closed Lost,2025-11-18,2025-11-27,2025-11-28,2025-12-04,5000.0,No decision
VAI-00756,2025-10-03,Paid Search,Professional Services,Southern Europe,1-50,AE03,Demo Completed,2025-10-04,2025-10-12,,,,
VAI-00757,2025-02-01,Organic Search,Healthcare,CEE,501-1000,AE08,Unqualified,,,,,,
VAI-00758,2025-05-29,Partners,Fintech,Benelux,501-1000,AE03,Unqualified,,,,,,
VAI-00759,2025-11-09,Events,Travel,DACH,51-200,AE06,Unqualified,,,,,,
VAI-00760,2025-08-28,Partners,SaaS,DACH,51-200,AE08,Unqualified,,,,,,
VAI-00761,2025-03-19,Outbound,HR Tech,Benelux,1-50,AE01,Unqualified,,,,,,
VAI-00762,2025-10-22,Paid Search,E-commerce,Southern Europe,201-500,AE07,Unqualified,,,,,,
VAI-00763,2025-09-17,Events,E-commerce,Benelux,501-1000,AE02,Qualified,2025-09-22,,,,,
VAI-00764,2025-11-01,Events,Professional Services,DACH,51-200,AE06,Unqualified,,,,,,
VAI-00765,2025-12-04,Paid Search,Travel,UK & Ireland,51-200,AE05,Unqualified,,,,,,
VAI-00766,2025-10-29,Partners,Media,Benelux,51-200,AE04,Demo Completed,2025-10-30,2025-11-02,,,,
VAI-00767,2025-04-11,Paid Search,Healthcare,UK & Ireland,201-500,AE05,Qualified,2025-04-21,,,,,
VAI-00768,2025-05-30,LinkedIn,Media,CEE,501-1000,AE05,Unqualified,,,,,,
VAI-00769,2025-03-15,Events,Travel,Benelux,1000+,AE07,Demo Completed,2025-03-16,2025-03-20,,,,
VAI-00770,2025-06-06,Paid Search,Travel,UK & Ireland,501-1000,AE02,Qualified,2025-06-09,,,,,
VAI-00771,2025-03-31,LinkedIn,Fintech,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00772,2025-10-12,LinkedIn,Fintech,Nordics,1-50,AE01,Unqualified,,,,,,
VAI-00773,2025-07-31,Paid Search,Professional Services,Southern Europe,1-50,AE03,Closed Lost,2025-08-02,2025-08-09,2025-08-17,2025-10-06,5500.0,Price
VAI-00774,2025-04-22,LinkedIn,E-commerce,DACH,501-1000,AE05,Demo Completed,2025-04-26,2025-04-30,,,,
VAI-00775,2025-08-24,Partners,Healthcare,Southern Europe,201-500,AE01,Unqualified,,,,,,
VAI-00776,2025-01-16,Outbound,Media,Southern Europe,201-500,AE07,Unqualified,,,,,,
VAI-00777,2025-09-06,Outbound,SaaS,DACH,1000+,AE06,Demo Completed,2025-09-09,2025-09-17,,,,
VAI-00778,2025-04-28,Partners,Media,Nordics,51-200,AE04,Unqualified,,,,,,
VAI-00779,2025-07-30,LinkedIn,Travel,Benelux,1000+,AE05,Demo Completed,2025-08-05,2025-08-07,,,,
VAI-00780,2025-10-04,Organic Search,Fintech,Nordics,1-50,AE02,Closed Won,2025-10-06,2025-10-07,2025-10-10,2025-10-25,6000.0,
VAI-00781,2025-02-09,LinkedIn,Healthcare,CEE,1000+,AE01,Unqualified,,,,,,
VAI-00782,2025-01-28,Partners,HR Tech,Nordics,1-50,AE07,Qualified,2025-02-08,,,,,
VAI-00783,2025-10-25,Partners,Travel,Southern Europe,501-1000,AE08,Unqualified,,,,,,
VAI-00784,2025-04-01,Paid Search,Travel,CEE,1000+,AE03,Unqualified,,,,,,
VAI-00785,2025-07-23,Referral,Professional Services,UK & Ireland,51-200,AE08,Unqualified,,,,,,
VAI-00786,2025-07-14,Organic Search,Professional Services,UK & Ireland,201-500,AE08,Demo Completed,2025-07-15,2025-07-18,,,,
VAI-00787,2025-08-08,Events,Healthcare,UK & Ireland,501-1000,AE05,Qualified,2025-08-10,,,,,
VAI-00788,2025-12-11,Events,HR Tech,Southern Europe,201-500,AE07,Demo Completed,2025-12-14,2025-12-17,,,,
VAI-00789,2025-03-11,Paid Search,Travel,UK & Ireland,201-500,AE08,Unqualified,,,,,,
VAI-00790,2025-06-01,Paid Search,SaaS,Southern Europe,51-200,AE01,Demo Completed,2025-06-04,2025-06-13,,,,
VAI-00791,2025-09-21,Outbound,E-commerce,CEE,201-500,AE05,Unqualified,,,,,,
VAI-00792,2025-02-22,Paid Search,Fintech,DACH,51-200,AE05,Demo Completed,2025-02-27,2025-03-01,,,,
VAI-00793,2025-10-18,Paid Search,HR Tech,DACH,1-50,AE06,Closed Won,2025-10-24,2025-10-26,2025-11-03,2025-11-17,7000.0,
VAI-00794,2025-08-08,Outbound,Healthcare,Southern Europe,1000+,AE05,Unqualified,,,,,,
VAI-00795,2025-12-22,Organic Search,Media,Nordics,51-200,AE02,Unqualified,,,,,,
VAI-00796,2025-01-21,LinkedIn,Media,UK & Ireland,51-200,AE04,Unqualified,,,,,,
VAI-00797,2025-12-12,Paid Search,Professional Services,DACH,1000+,AE08,Unqualified,,,,,,
VAI-00798,2025-12-22,Outbound,Healthcare,Southern Europe,201-500,AE02,Unqualified,,,,,,
VAI-00799,2025-07-26,LinkedIn,Healthcare,Benelux,501-1000,AE05,Unqualified,,,,,,
VAI-00800,2025-11-07,Outbound,Travel,CEE,201-500,AE01,Demo Completed,2025-11-08,2025-11-13,,,,
VAI-00801,2025-04-02,Referral,HR Tech,UK & Ireland,501-1000,AE04,Demo Completed,2025-04-04,2025-04-06,,,,
VAI-00802,2025-06-06,Paid Search,Professional Services,Benelux,201-500,AE07,Closed Lost,2025-06-21,2025-06-24,2025-07-02,2025-07-19,18500.0,No decision
VAI-00803,2025-04-26,Partners,Travel,CEE,201-500,AE07,Unqualified,,,,,,
VAI-00804,2025-09-02,LinkedIn,SaaS,DACH,501-1000,AE06,Demo Completed,2025-09-06,2025-09-13,,,,
VAI-00805,2025-10-13,Outbound,E-commerce,CEE,1-50,AE05,Unqualified,,,,,,
VAI-00806,2025-03-14,LinkedIn,Media,DACH,201-500,AE02,Unqualified,,,,,,
VAI-00807,2025-12-15,Outbound,Media,Southern Europe,201-500,AE01,Unqualified,,,,,,
VAI-00808,2025-11-23,Paid Search,Healthcare,UK & Ireland,51-200,AE08,Unqualified,,,,,,
VAI-00809,2025-10-27,Organic Search,Media,CEE,1000+,AE07,Unqualified,,,,,,
VAI-00810,2025-10-21,Paid Search,Fintech,CEE,1-50,AE06,Qualified,2025-10-27,,,,,
VAI-00811,2025-11-03,Outbound,SaaS,Benelux,201-500,AE05,Closed Won,2025-11-04,2025-11-19,2025-11-27,2025-12-23,27000.0,
VAI-00812,2025-11-22,Paid Search,E-commerce,Nordics,51-200,AE03,Unqualified,,,,,,
VAI-00813,2025-05-03,Organic Search,Media,Nordics,1-50,AE08,Unqualified,,,,,,
VAI-00814,2025-11-01,Outbound,E-commerce,DACH,51-200,AE08,Qualified,2025-11-06,,,,,
VAI-00815,2025-08-05,Outbound,Media,Benelux,201-500,AE03,Unqualified,,,,,,
VAI-00816,2025-10-31,Outbound,Fintech,Southern Europe,501-1000,AE01,Closed Lost,2025-11-01,2025-11-09,2025-11-24,2025-12-12,57500.0,Missing feature
VAI-00817,2025-06-20,Referral,Travel,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00818,2025-07-27,LinkedIn,HR Tech,CEE,201-500,AE04,Unqualified,,,,,,
VAI-00819,2025-12-23,Outbound,Professional Services,Southern Europe,1000+,AE08,Demo Completed,2025-12-30,2026-01-14,,,,
VAI-00820,2025-11-23,Organic Search,Professional Services,Southern Europe,51-200,AE06,Closed Won,2025-11-24,2025-12-01,2025-12-05,2026-01-01,10500.0,
VAI-00821,2025-06-25,Paid Search,Healthcare,CEE,201-500,AE04,Unqualified,,,,,,
VAI-00822,2025-02-06,Organic Search,Travel,DACH,201-500,AE02,Unqualified,,,,,,
VAI-00823,2025-09-29,Organic Search,Professional Services,Benelux,201-500,AE03,Closed Won,2025-10-04,2025-10-13,2025-10-19,2025-11-01,19000.0,
VAI-00824,2025-12-21,Outbound,Professional Services,CEE,201-500,AE08,Unqualified,,,,,,
VAI-00825,2025-07-11,Partners,HR Tech,DACH,201-500,AE06,Closed Won,2025-07-13,2025-07-23,2025-08-28,2025-10-06,39000.0,
VAI-00826,2025-08-14,Partners,SaaS,Southern Europe,201-500,AE03,Closed Lost,2025-08-18,2025-08-29,2025-09-04,2025-09-21,32500.0,Budget frozen
VAI-00827,2025-09-26,Events,SaaS,Benelux,501-1000,AE04,Unqualified,,,,,,
VAI-00828,2025-11-03,Organic Search,HR Tech,Southern Europe,51-200,AE07,Unqualified,,,,,,
VAI-00829,2025-03-27,Organic Search,E-commerce,DACH,201-500,AE06,Unqualified,,,,,,
VAI-00830,2025-06-13,Outbound,Media,Nordics,501-1000,AE02,Unqualified,,,,,,
VAI-00831,2025-02-17,Paid Search,SaaS,Nordics,201-500,AE07,Unqualified,,,,,,
VAI-00832,2025-12-21,Referral,E-commerce,DACH,1-50,AE02,Unqualified,,,,,,
VAI-00833,2025-11-10,Outbound,Fintech,CEE,201-500,AE03,Demo Completed,2025-11-14,2025-11-17,,,,
VAI-00834,2025-06-26,LinkedIn,Professional Services,Nordics,501-1000,AE03,Demo Completed,2025-07-03,2025-07-07,,,,
VAI-00835,2025-08-27,Paid Search,Professional Services,UK & Ireland,1000+,AE05,Unqualified,,,,,,
VAI-00836,2025-08-11,Outbound,Healthcare,Southern Europe,51-200,AE08,Qualified,2025-08-18,,,,,
VAI-00837,2025-04-13,Outbound,Travel,UK & Ireland,501-1000,AE01,Unqualified,,,,,,
VAI-00838,2025-11-04,Organic Search,Fintech,CEE,501-1000,AE02,Qualified,2025-11-19,,,,,
VAI-00839,2025-05-06,Outbound,Travel,UK & Ireland,201-500,AE02,Qualified,2025-05-08,,,,,
VAI-00840,2025-05-31,LinkedIn,Healthcare,Nordics,51-200,AE04,Demo Completed,2025-06-04,2025-06-11,,,,
VAI-00841,2025-02-26,Referral,E-commerce,Southern Europe,1000+,AE03,Unqualified,,,,,,
VAI-00842,2025-09-05,Partners,SaaS,Southern Europe,501-1000,AE04,Qualified,2025-09-06,,,,,
VAI-00843,2025-12-07,Events,SaaS,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-00844,2025-02-22,LinkedIn,SaaS,Nordics,51-200,AE07,Unqualified,,,,,,
VAI-00845,2025-04-09,Partners,Travel,DACH,501-1000,AE04,Closed Won,2025-04-10,2025-04-15,2025-04-18,2025-06-04,58000.0,
VAI-00846,2025-10-25,Paid Search,Travel,Southern Europe,51-200,AE03,Unqualified,,,,,,
VAI-00847,2025-12-01,Outbound,E-commerce,CEE,1-50,AE07,Unqualified,,,,,,
VAI-00848,2025-02-24,Paid Search,Media,Southern Europe,201-500,AE07,Closed Lost,2025-02-27,2025-03-02,2025-03-06,2025-04-06,25500.0,Timing
VAI-00849,2025-01-25,Partners,SaaS,UK & Ireland,1-50,AE03,Demo Completed,2025-01-30,2025-02-12,,,,
VAI-00850,2025-01-10,Paid Search,Media,Nordics,201-500,AE07,Unqualified,,,,,,
VAI-00851,2025-12-23,Referral,Healthcare,CEE,201-500,AE02,Demo Completed,2025-12-26,2026-01-06,,,,
VAI-00852,2025-01-15,Outbound,Professional Services,UK & Ireland,1-50,AE04,Unqualified,,,,,,
VAI-00853,2025-09-02,LinkedIn,Fintech,UK & Ireland,501-1000,AE07,Closed Lost,2025-09-04,2025-09-09,2025-09-21,2025-10-05,60500.0,Missing feature
VAI-00854,2025-10-03,Outbound,Professional Services,UK & Ireland,201-500,AE08,Unqualified,,,,,,
VAI-00855,2025-07-14,Outbound,Healthcare,CEE,501-1000,AE05,Unqualified,,,,,,
VAI-00856,2025-06-28,Outbound,Media,Nordics,501-1000,AE04,Closed Lost,2025-07-04,2025-07-11,2025-07-13,2025-07-21,37500.0,Missing feature
VAI-00857,2025-06-15,Outbound,Travel,Southern Europe,1-50,AE01,Unqualified,,,,,,
VAI-00858,2025-08-27,Paid Search,Healthcare,Nordics,201-500,AE06,Unqualified,,,,,,
VAI-00859,2025-04-04,Organic Search,SaaS,Southern Europe,201-500,AE01,Qualified,2025-04-08,,,,,
VAI-00860,2025-12-04,Organic Search,HR Tech,DACH,1000+,AE07,Closed Lost,2025-12-11,2025-12-16,2025-12-21,2026-01-26,70000.0,Price
VAI-00861,2025-02-05,Outbound,Professional Services,Nordics,1-50,AE08,Qualified,2025-02-13,,,,,
VAI-00862,2025-01-22,Outbound,HR Tech,Southern Europe,201-500,AE04,Qualified,2025-02-02,,,,,
VAI-00863,2025-01-20,LinkedIn,Healthcare,Benelux,1-50,AE01,Closed Lost,2025-01-25,2025-02-06,2025-02-14,2025-03-06,8500.0,No decision
VAI-00864,2025-08-16,Events,Media,CEE,1-50,AE04,Demo Completed,2025-08-19,2025-09-01,,,,
VAI-00865,2025-01-04,Events,Media,UK & Ireland,201-500,AE06,Unqualified,,,,,,
VAI-00866,2025-12-28,Partners,Travel,Nordics,51-200,AE08,Demo Completed,2026-01-06,2026-01-13,,,,
VAI-00867,2025-03-24,Partners,SaaS,DACH,501-1000,AE04,Unqualified,,,,,,
VAI-00868,2025-04-24,Events,Travel,Nordics,201-500,AE01,Closed Won,2025-04-26,2025-05-01,2025-05-13,2025-05-29,24000.0,
VAI-00869,2025-01-24,Events,Travel,UK & Ireland,201-500,AE08,Qualified,2025-01-27,,,,,
VAI-00870,2025-04-21,LinkedIn,Media,UK & Ireland,51-200,AE03,Qualified,2025-05-01,,,,,
VAI-00871,2025-08-19,Outbound,Fintech,DACH,1-50,AE04,Closed Lost,2025-08-22,2025-08-27,2025-08-30,2025-09-24,6000.0,No executive buy-in
VAI-00872,2025-06-22,Partners,E-commerce,Southern Europe,201-500,AE03,Unqualified,,,,,,
VAI-00873,2025-04-28,Referral,SaaS,Benelux,501-1000,AE03,Closed Won,2025-04-29,2025-05-02,2025-05-14,2025-05-23,58000.0,
VAI-00874,2025-11-16,Partners,Healthcare,DACH,51-200,AE04,Qualified,2025-11-19,,,,,
VAI-00875,2025-06-17,Partners,Fintech,UK & Ireland,1-50,AE08,Demo Completed,2025-06-24,2025-07-02,,,,
VAI-00876,2025-09-27,Outbound,HR Tech,DACH,501-1000,AE06,Demo Completed,2025-09-29,2025-09-30,,,,
VAI-00877,2025-01-25,LinkedIn,Healthcare,UK & Ireland,201-500,AE07,Closed Lost,2025-01-26,2025-01-27,2025-02-17,2025-02-20,25000.0,Missing feature
VAI-00878,2025-08-29,Outbound,Professional Services,UK & Ireland,1000+,AE03,Demo Completed,2025-08-30,2025-09-18,,,,
VAI-00879,2025-09-26,Outbound,Professional Services,Southern Europe,1-50,AE05,Unqualified,,,,,,
VAI-00880,2025-06-17,Organic Search,Travel,Nordics,501-1000,AE01,Qualified,2025-06-18,,,,,
VAI-00881,2025-04-14,LinkedIn,Professional Services,CEE,51-200,AE01,Closed Lost,2025-04-18,2025-04-24,2025-04-28,2025-05-08,17000.0,No executive buy-in
VAI-00882,2025-10-05,Outbound,E-commerce,DACH,51-200,AE07,Closed Lost,2025-10-06,2025-10-19,2025-10-25,2025-11-11,9000.0,Price
VAI-00883,2025-09-08,Paid Search,Healthcare,Southern Europe,51-200,AE08,Unqualified,,,,,,
VAI-00884,2025-07-25,Paid Search,Healthcare,Benelux,501-1000,AE01,Unqualified,,,,,,
VAI-00885,2025-01-21,Events,HR Tech,Southern Europe,501-1000,AE04,Unqualified,,,,,,
VAI-00886,2025-09-10,Outbound,HR Tech,CEE,1-50,AE01,Unqualified,,,,,,
VAI-00887,2025-01-05,Paid Search,Media,Benelux,1-50,AE05,Qualified,2025-01-10,,,,,
VAI-00888,2025-10-11,Partners,HR Tech,Nordics,201-500,AE04,Demo Completed,2025-10-16,2025-10-24,,,,
VAI-00889,2025-05-07,Paid Search,Professional Services,UK & Ireland,51-200,AE07,Closed Won,2025-05-08,2025-05-23,2025-06-04,2025-06-07,19000.0,
VAI-00890,2025-04-27,Paid Search,E-commerce,DACH,1000+,AE06,Unqualified,,,,,,
VAI-00891,2025-05-09,Paid Search,Healthcare,Southern Europe,501-1000,AE02,Qualified,2025-05-13,,,,,
VAI-00892,2025-09-20,Outbound,Healthcare,Nordics,51-200,AE07,Unqualified,,,,,,
VAI-00893,2025-10-29,Paid Search,Media,Southern Europe,1-50,AE05,Qualified,2025-11-03,,,,,
VAI-00894,2025-11-29,Paid Search,Professional Services,CEE,201-500,AE03,Closed Lost,2025-12-03,2025-12-11,2025-12-18,2026-01-19,38500.0,Budget frozen
VAI-00895,2025-05-26,Paid Search,HR Tech,Southern Europe,501-1000,AE05,Closed Lost,2025-05-27,2025-06-02,2025-06-07,2025-06-23,63500.0,Budget frozen
VAI-00896,2025-04-24,Partners,Fintech,CEE,501-1000,AE07,Closed Lost,2025-04-30,2025-05-04,2025-05-16,2025-06-03,61500.0,Budget frozen
VAI-00897,2025-07-22,Events,Travel,Nordics,201-500,AE06,Qualified,2025-07-28,,,,,
VAI-00898,2025-10-24,LinkedIn,Professional Services,DACH,1-50,AE04,Unqualified,,,,,,
VAI-00899,2025-03-15,Organic Search,Travel,Benelux,1-50,AE05,Unqualified,,,,,,
VAI-00900,2025-11-25,Paid Search,Media,Southern Europe,51-200,AE02,Unqualified,,,,,,
VAI-00901,2025-06-08,Paid Search,E-commerce,DACH,201-500,AE04,Unqualified,,,,,,
VAI-00902,2025-10-12,Partners,SaaS,DACH,501-1000,AE07,Demo Completed,2025-10-13,2025-10-15,,,,
VAI-00903,2025-03-16,LinkedIn,HR Tech,Benelux,51-200,AE01,Unqualified,,,,,,
VAI-00904,2025-04-20,Outbound,HR Tech,DACH,51-200,AE03,Demo Completed,2025-04-23,2025-04-30,,,,
VAI-00905,2025-05-13,Referral,Travel,DACH,1-50,AE03,Qualified,2025-05-16,,,,,
VAI-00906,2025-12-17,Partners,E-commerce,Southern Europe,1-50,AE02,Qualified,2025-12-25,,,,,
VAI-00907,2025-08-27,Outbound,Travel,Nordics,51-200,AE05,Demo Completed,2025-09-05,2025-09-17,,,,
VAI-00908,2025-07-24,Paid Search,Travel,Benelux,201-500,AE06,Qualified,2025-07-25,,,,,
VAI-00909,2025-02-14,Paid Search,E-commerce,UK & Ireland,1-50,AE05,Unqualified,,,,,,
VAI-00910,2025-01-03,Paid Search,Fintech,Southern Europe,201-500,AE04,Qualified,2025-01-07,,,,,
VAI-00911,2025-10-21,Events,E-commerce,Southern Europe,201-500,AE05,Unqualified,,,,,,
VAI-00912,2025-08-17,Organic Search,Travel,CEE,1-50,AE07,Closed Lost,2025-08-25,2025-09-04,2025-09-06,2025-09-11,5000.0,Budget frozen
VAI-00913,2025-10-30,Organic Search,Travel,UK & Ireland,501-1000,AE01,Demo Completed,2025-11-01,2025-11-04,,,,
VAI-00914,2025-08-31,Paid Search,SaaS,Nordics,1000+,AE03,Qualified,2025-09-01,,,,,
VAI-00915,2025-03-23,Outbound,Professional Services,Nordics,1000+,AE02,Qualified,2025-03-31,,,,,
VAI-00916,2025-08-10,Events,HR Tech,Benelux,51-200,AE03,Unqualified,,,,,,
VAI-00917,2025-11-18,Organic Search,Media,Southern Europe,501-1000,AE05,Closed Lost,2025-11-22,2025-12-05,2025-12-11,2025-12-28,65500.0,Price
VAI-00918,2025-11-29,Outbound,E-commerce,DACH,1-50,AE02,Unqualified,,,,,,
VAI-00919,2025-05-26,Organic Search,Travel,Nordics,201-500,AE03,Qualified,2025-05-28,,,,,
VAI-00920,2025-04-20,Events,Travel,UK & Ireland,201-500,AE02,Unqualified,,,,,,
VAI-00921,2025-11-15,Partners,Professional Services,CEE,51-200,AE06,Demo Completed,2025-11-23,2025-11-29,,,,
VAI-00922,2025-10-25,Partners,E-commerce,Benelux,1-50,AE04,Qualified,2025-10-27,,,,,
VAI-00923,2025-05-20,Organic Search,Professional Services,Southern Europe,201-500,AE08,Unqualified,,,,,,
VAI-00924,2025-10-06,Referral,SaaS,DACH,1000+,AE02,Unqualified,,,,,,
VAI-00925,2025-01-28,Events,E-commerce,DACH,1-50,AE03,Qualified,2025-02-01,,,,,
VAI-00926,2025-01-20,Organic Search,Healthcare,Southern Europe,1000+,AE07,Qualified,2025-01-23,,,,,
VAI-00927,2025-03-24,Organic Search,HR Tech,Southern Europe,201-500,AE05,Unqualified,,,,,,
VAI-00928,2025-12-19,Partners,Fintech,Southern Europe,1-50,AE02,Closed Lost,2025-12-21,2025-12-30,2026-01-10,2026-01-30,8000.0,Competitor
VAI-00929,2025-04-13,Partners,Fintech,Southern Europe,1-50,AE04,Demo Completed,2025-04-14,2025-04-20,,,,
VAI-00930,2025-04-06,Referral,Travel,Southern Europe,501-1000,AE01,Closed Won,2025-04-08,2025-04-13,2025-04-14,2025-05-09,43500.0,
VAI-00931,2025-10-24,Outbound,Media,DACH,51-200,AE02,Demo Completed,2025-10-27,2025-10-30,,,,
VAI-00932,2025-02-26,Outbound,Media,DACH,201-500,AE03,Demo Completed,2025-03-04,2025-03-16,,,,
VAI-00933,2025-11-10,Events,Professional Services,Southern Europe,51-200,AE06,Unqualified,,,,,,
VAI-00934,2025-01-30,Outbound,Professional Services,Nordics,501-1000,AE04,Closed Won,2025-01-31,2025-02-09,2025-02-10,2025-02-18,51500.0,
VAI-00935,2025-11-29,Organic Search,Healthcare,Nordics,1-50,AE01,Qualified,2025-12-01,,,,,
VAI-00936,2025-12-28,Outbound,E-commerce,Southern Europe,1-50,AE08,Unqualified,,,,,,
VAI-00937,2025-07-21,Outbound,HR Tech,DACH,501-1000,AE03,Unqualified,,,,,,
VAI-00938,2025-03-19,Organic Search,HR Tech,DACH,1-50,AE08,Qualified,2025-03-23,,,,,
VAI-00939,2025-05-01,Outbound,Media,Nordics,501-1000,AE07,Qualified,2025-05-02,,,,,
VAI-00940,2025-05-07,Outbound,Travel,Southern Europe,201-500,AE01,Unqualified,,,,,,
VAI-00941,2025-09-30,LinkedIn,E-commerce,UK & Ireland,1000+,AE02,Demo Completed,2025-10-03,2025-10-10,,,,
VAI-00942,2025-09-16,Organic Search,Travel,Benelux,201-500,AE01,Closed Won,2025-09-26,2025-10-03,2025-10-07,2025-10-17,20500.0,
VAI-00943,2025-08-18,Outbound,Fintech,UK & Ireland,51-200,AE01,Demo Completed,2025-08-26,2025-09-04,,,,
VAI-00944,2025-11-09,Outbound,SaaS,Southern Europe,201-500,AE06,Demo Completed,2025-11-10,2025-11-16,,,,
VAI-00945,2025-09-10,Paid Search,Professional Services,CEE,1-50,AE03,Unqualified,,,,,,
VAI-00946,2025-11-20,LinkedIn,Travel,UK & Ireland,51-200,AE03,Unqualified,,,,,,
VAI-00947,2025-12-07,Paid Search,Travel,UK & Ireland,51-200,AE04,Unqualified,,,,,,
VAI-00948,2025-05-28,Organic Search,Fintech,Benelux,501-1000,AE07,Qualified,2025-05-29,,,,,
VAI-00949,2025-10-03,Paid Search,Media,Benelux,1-50,AE03,Unqualified,,,,,,
VAI-00950,2025-06-01,Outbound,Media,Southern Europe,1000+,AE05,Demo Completed,2025-06-09,2025-06-20,,,,
VAI-00951,2025-04-02,Partners,Professional Services,CEE,1-50,AE06,Qualified,2025-04-15,,,,,
VAI-00952,2025-09-28,Organic Search,E-commerce,Southern Europe,51-200,AE04,Unqualified,,,,,,
VAI-00953,2025-01-25,Organic Search,HR Tech,Benelux,1000+,AE07,Qualified,2025-01-27,,,,,
VAI-00954,2025-04-09,Outbound,Healthcare,UK & Ireland,501-1000,AE06,Qualified,2025-04-10,,,,,
